Model,Encoded Chromosome
91,"[1, 4, 0, 0, 0, 28, 1, 0, 0, 26, 1, 3, 0, 19, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 39, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
92,"[7, 0, 0, 0, 4, 359, 1, 0, 4, 192, 0, 0, 1, 4, 0, 0, 4, 69, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
93,"[7, 0, 0, 0, 2, 0, 0, 0, 0, 7, 1, 3, 1, 7, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 4, 336, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
94,"[8, 0, 1, 0, 1, 4, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 28, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 8, 3, 1, 0, 7, 0, 0, 0]"
95,"[4, 93, 1, 0, 7, 0, 0, 0, 4, 103, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
96,"[2, 0, 0, 0, 0, 14, 0, 1, 7, 0, 0, 0, 6, 15, 1, 3, 3, 0, 0, 0, 2, 1, 0, 0, 0, 28, 0, 1, 1, 28, 0, 0, 8, 2, 2, 0, 0, 29, 1, 3, 2, 0, 0, 0, 2, 1, 0, 0]"
97,"[3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 25, 1, 1, 7, 0, 0, 0, 0, 15, 0, 3, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 318, 1, 0]"
98,"[8, 0, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 6, 22, 0, 3, 7, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 16, 1, 1, 0, 5, 0, 0, 2, 1, 0, 0]"
99,"[1, 4, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 4, 153, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
100,"[6, 9, 1, 1, 8, 1, 2, 0, 4, 401, 3, 0, 7, 0, 0, 0, 4, 30, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
101,"[7, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 4, 416, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
102,"[7, 0, 0, 0, 6, 7, 1, 0, 6, 12, 0, 0, 1, 12, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 1, 13, 0, 0, 6, 10, 1, 3, 2, 1, 0, 0, 1, 4, 0, 0, 4, 152, 1, 0, 7, 0, 0, 0]"
103,"[6, 20, 1, 1, 8, 1, 2, 0, 1, 4, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 1, 4, 0, 0, 0, 29, 0, 3, 8, 2, 2, 0, 8, 1, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 21, 1, 3]"
104,"[6, 10, 1, 1, 8, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
105,"[0, 8, 0, 0, 6, 31, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 12, 1, 1, 7, 0, 0, 0, 0, 13, 1, 0, 3, 0, 0, 0, 8, 1, 2, 0, 8, 3, 1, 0, 0, 8, 1, 1]"
106,"[8, 0, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 8, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 358, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
107,"[3, 0, 0, 0, 6, 21, 0, 3, 8, 1, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 11, 0, 1, 2, 0, 0, 0, 7, 0, 0, 0, 6, 20, 0, 3, 0, 7, 1, 0, 1, 7, 0, 0, 7, 0, 0, 0]"
108,"[6, 25, 0, 1, 7, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 144, 3, 0, 4, 489, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
109,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 20, 1, 3, 6, 7, 0, 1, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 4, 164, 1, 0]"
110,"[7, 0, 0, 0, 6, 22, 0, 3, 4, 463, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
111,"[7, 0, 0, 0, 4, 480, 3, 0, 7, 0, 0, 0, 4, 141, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
112,"[0, 7, 0, 3, 7, 0, 0, 0, 4, 92, 1, 0, 7, 0, 0, 0, 4, 388, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 11, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
113,"[7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 137, 0, 0]"
114,"[3, 0, 0, 0, 0, 27, 0, 0, 6, 17, 1, 1, 0, 11, 1, 3, 4, 173, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
115,"[1, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 30, 0, 3, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 6, 10, 1, 3, 4, 339, 1, 0]"
116,"[8, 0, 1, 0, 4, 239, 3, 0, 4, 127, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
117,"[0, 26, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 6, 17, 0, 3, 7, 0, 0, 0, 5, 0, 0, 0, 4, 62, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
118,"[3, 0, 0, 0, 4, 10, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
119,"[6, 29, 0, 3, 1, 29, 0, 0, 0, 9, 0, 3, 1, 9, 0, 0, 4, 38, 1, 0, 7, 0, 0, 0, 4, 211, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 284, 0, 0, 7, 0, 0, 0]"
120,"[6, 6, 0, 1, 8, 1, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 273, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
121,"[7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 117, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 207, 3, 0, 7, 0, 0, 0]"
122,"[6, 30, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 3, 1, 7, 0, 0, 0, 15, 1, 0, 3, 0, 0, 0, 0, 25, 1, 1, 1, 25, 0, 0, 7, 0, 0, 0, 4, 276, 0, 0]"
123,"[2, 0, 0, 0, 0, 23, 1, 3, 5, 0, 0, 0, 4, 435, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 431, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
124,"[4, 345, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
125,"[7, 0, 0, 0, 0, 10, 1, 0, 1, 10, 0, 0, 5, 0, 0, 0, 4, 45, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
126,"[5, 0, 0, 0, 4, 345, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 232, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
127,"[3, 0, 0, 0, 7, 0, 0, 0, 6, 16, 1, 0, 8, 1, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 8, 3, 1, 0, 6, 25, 0, 3, 7, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0]"
128,"[8, 0, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 18, 0, 1, 8, 1, 2, 0, 2, 1, 0, 0, 0, 6, 0, 1, 2, 1, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0]"
129,"[1, 4, 0, 0, 0, 12, 1, 0, 8, 1, 1, 0, 0, 30, 0, 3, 0, 8, 0, 1, 4, 495, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
130,"[2, 0, 0, 0, 1, 4, 0, 0, 0, 31, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 232, 1, 0, 4, 116, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
131,"[8, 0, 2, 0, 7, 0, 0, 0, 4, 262, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 454, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
132,"[0, 5, 1, 3, 4, 227, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 396, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
133,"[0, 13, 1, 1, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 6, 8, 1, 1, 8, 3, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 6, 6, 0, 1, 6, 16, 0, 3, 7, 0, 0, 0]"
134,"[0, 15, 0, 1, 8, 1, 1, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 3, 1, 9, 0, 0, 4, 257, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
135,"[1, 4, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 6, 23, 1, 1, 8, 1, 2, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 8, 3, 1, 0, 4, 407, 3, 0, 7, 0, 0, 0]"
136,"[7, 0, 0, 0, 4, 332, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
137,"[1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 19, 0, 3, 2, 1, 0, 0, 1, 4, 0, 0, 4, 106, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 347, 3, 0, 7, 0, 0, 0]"
138,"[8, 0, 2, 0, 8, 1, 2, 0, 6, 8, 1, 0, 0, 16, 1, 1, 6, 7, 1, 0, 8, 2, 1, 0, 4, 216, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
139,"[0, 24, 1, 1, 6, 7, 0, 0, 6, 7, 0, 0, 4, 312, 3, 0, 7, 0, 0, 0, 4, 369, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
140,"[7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 288, 3, 0, 7, 0, 0, 0]"
141,"[8, 0, 2, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 0, 23, 1, 3, 5, 0, 0, 0, 4, 428, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
142,"[8, 0, 1, 0, 6, 9, 1, 1, 6, 13, 1, 0, 8, 3, 2, 0, 0, 18, 1, 0, 4, 333, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
143,"[5, 0, 0, 0, 4, 294, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
144,"[4, 403, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 362, 1, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
145,"[8, 0, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 464, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
146,"[7, 0, 0, 0, 6, 29, 0, 3, 7, 0, 0, 0, 4, 472, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 141, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 245, 0, 0]"
147,"[7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 0, 12, 1, 1, 6, 29, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
148,"[7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 4, 336, 3, 0]"
149,"[7, 0, 0, 0, 7, 0, 0, 0, 0, 19, 0, 1, 6, 15, 1, 3, 7, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 4, 161, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
150,"[0, 22, 0, 0, 4, 121, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 296, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 160, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
151,"[2, 1, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 4, 77, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
152,"[7, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 6, 26, 0, 1, 4, 329, 1, 0, 1, 4, 0, 0, 4, 241, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
153,"[7, 0, 0, 0, 4, 246, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
154,"[2, 0, 0, 0, 2, 0, 0, 0, 6, 9, 1, 1, 2, 1, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 6, 15, 0, 0, 4, 426, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
155,"[3, 0, 0, 0, 4, 422, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 84, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
156,"[4, 508, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 497, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
157,"[1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 4, 68, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
158,"[7, 0, 0, 0, 0, 12, 0, 3, 7, 0, 0, 0, 6, 20, 1, 0, 8, 2, 2, 0, 4, 19, 0, 0, 4, 222, 3, 0, 4, 17, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
159,"[2, 0, 0, 0, 1, 4, 0, 0, 6, 4, 0, 3, 4, 67, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
160,"[2, 0, 0, 0, 8, 1, 1, 0, 6, 24, 1, 3, 6, 16, 0, 1, 3, 0, 0, 0, 6, 17, 0, 0, 8, 3, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 87, 0, 0]"
161,"[2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 474, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 253, 0, 0, 7, 0, 0, 0]"
162,"[4, 494, 1, 0, 7, 0, 0, 0, 4, 151, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 329, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
163,"[4, 408, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
164,"[1, 4, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 508, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
165,"[6, 21, 1, 1, 1, 21, 0, 0, 6, 21, 1, 1, 7, 0, 0, 0, 8, 3, 1, 0, 4, 377, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
166,"[7, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 4, 126, 3, 0, 7, 0, 0, 0, 4, 483, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 175, 0, 0, 1, 4, 0, 0]"
167,"[2, 1, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 358, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 322, 0, 0, 4, 205, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
168,"[3, 0, 0, 0, 1, 4, 0, 0, 6, 12, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 13, 1, 3, 7, 0, 0, 0, 0, 9, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
169,"[7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 273, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
170,"[2, 0, 0, 0, 1, 4, 0, 0, 8, 1, 1, 0, 8, 3, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 15, 0, 1, 0, 29, 1, 1, 1, 29, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0]"
171,"[6, 29, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 18, 0, 0, 8, 2, 1, 0, 6, 13, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 4, 373, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
172,"[7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 464, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
173,"[6, 4, 1, 1, 0, 25, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 0, 4, 1, 3, 4, 124, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
174,"[8, 0, 2, 0, 1, 4, 0, 0, 8, 2, 1, 0, 8, 1, 1, 0, 8, 1, 1, 0, 6, 18, 0, 1, 2, 0, 0, 0, 3, 0, 0, 0, 6, 30, 1, 1, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
175,"[0, 10, 0, 3, 7, 0, 0, 0, 8, 1, 2, 0, 6, 7, 1, 1, 4, 292, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
176,"[4, 405, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 154, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
177,"[6, 31, 0, 1, 7, 0, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0, 4, 206, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
178,"[7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 4, 415, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
179,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 3, 5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 4, 263, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
180,"[4, 74, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
181,"[0, 6, 0, 0, 2, 1, 0, 0, 0, 31, 1, 3, 1, 31, 0, 0, 1, 4, 0, 0, 4, 198, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 481, 3, 0, 7, 0, 0, 0]"
182,"[1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 6, 20, 0, 1, 8, 2, 2, 0, 1, 4, 0, 0, 6, 11, 1, 0, 6, 17, 1, 3, 0, 17, 1, 3, 4, 382, 1, 0]"
183,"[3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 6, 19, 0, 3, 1, 19, 0, 0, 6, 9, 1, 3, 4, 412, 3, 0, 7, 0, 0, 0]"
