Model,Encoded Chromosome
94,"[0, 14, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 8, 1, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0, 4, 31, 0, 0, 0, 12, 1, 0, 4, 74, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
95,"[2, 1, 0, 0, 6, 11, 1, 0, 8, 1, 2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 4, 1, 0, 0, 9, 1, 0, 0, 14, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 4, 61, 0, 0]"
96,"[1, 0, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 6, 14, 1, 0, 0, 13, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 6, 10, 0, 0, 6, 6, 0, 0, 3, 0, 0, 0]"
97,"[0, 11, 0, 0, 4, 75, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 8, 1, 2, 0, 8, 1, 1, 0, 8, 3, 2, 0, 3, 0, 0, 0, 0, 7, 1, 0, 8, 1, 1, 0, 6, 5, 1, 0, 1, 0, 0, 0]"
98,"[4, 122, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 6, 14, 0, 0, 2, 1, 0, 0, 4, 98, 0, 0, 7, 0, 0, 0, 0, 11, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
99,"[4, 77, 0, 0, 5, 0, 0, 0, 0, 8, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
100,"[4, 32, 0, 0, 4, 22, 0, 0, 7, 0, 0, 0, 0, 11, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 10, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0]"
101,"[7, 0, 0, 0, 0, 11, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 6, 13, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 7, 0, 0, 6, 15, 0, 0]"
102,"[1, 0, 0, 0, 0, 10, 1, 0, 7, 0, 0, 0, 6, 6, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0]"
103,"[3, 0, 0, 0, 6, 13, 1, 0, 4, 75, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 84, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0]"
104,"[6, 14, 1, 0, 4, 19, 0, 0, 6, 6, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 4, 55, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0]"
105,"[6, 12, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 123, 0, 0, 4, 101, 0, 0, 6, 13, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 36, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0]"
106,"[2, 1, 0, 0, 3, 0, 0, 0, 6, 9, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 30, 0, 0, 0, 14, 1, 0, 6, 12, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 110, 0, 0, 4, 68, 0, 0]"
107,"[5, 0, 0, 0, 0, 14, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 6, 5, 1, 0, 4, 105, 0, 0, 4, 9, 0, 0]"
108,"[0, 5, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 4, 83, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 61, 0, 0, 5, 0, 0, 0]"
109,"[4, 64, 0, 0, 4, 64, 0, 0, 1, 0, 0, 0, 6, 10, 1, 0, 8, 3, 2, 0, 0, 14, 1, 0, 0, 12, 0, 0, 2, 0, 0, 0, 4, 102, 0, 0, 0, 12, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0]"
110,"[4, 56, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 12, 0, 0, 0, 14, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0, 0]"
111,"[5, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 4, 18, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 6, 0, 0, 8, 2, 1, 0, 8, 1, 2, 0, 8, 3, 1, 0, 2, 1, 0, 0, 4, 92, 0, 0]"
112,"[8, 3, 2, 0, 6, 14, 1, 0, 4, 55, 0, 0, 5, 0, 0, 0, 4, 55, 0, 0, 8, 3, 2, 0, 6, 13, 1, 0, 0, 9, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
113,"[1, 0, 0, 0, 6, 6, 0, 0, 0, 4, 0, 0, 4, 52, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 4, 47, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
114,"[3, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 6, 9, 1, 0]"
115,"[5, 0, 0, 0, 4, 69, 0, 0, 8, 1, 1, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 14, 0, 0, 0, 5, 0, 0, 0, 14, 0, 0, 4, 90, 0, 0, 0, 6, 1, 0, 5, 0, 0, 0]"
116,"[5, 0, 0, 0, 4, 77, 0, 0, 4, 82, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 6, 13, 1, 0, 0, 11, 1, 0, 0, 14, 0, 0, 0, 8, 1, 0, 3, 0, 0, 0]"
117,"[1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 4, 45, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 12, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
118,"[4, 26, 0, 0, 0, 12, 0, 0, 8, 1, 1, 0, 4, 64, 0, 0, 5, 0, 0, 0, 6, 12, 1, 0, 6, 14, 0, 0, 3, 0, 0, 0, 6, 6, 0, 0, 0, 7, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
119,"[7, 0, 0, 0, 7, 0, 0, 0, 4, 53, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 9, 1, 0, 0, 4, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
120,"[2, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 6, 4, 1, 0, 6, 7, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0]"
121,"[8, 3, 1, 0, 6, 4, 0, 0, 5, 0, 0, 0, 0, 12, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 0, 5, 0, 0, 4, 89, 0, 0, 6, 9, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
122,"[3, 0, 0, 0, 8, 3, 1, 0, 0, 6, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 6, 15, 1, 0, 8, 3, 2, 0]"
123,"[8, 3, 2, 0, 4, 67, 0, 0, 0, 12, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 55, 0, 0, 8, 1, 2, 0, 0, 10, 0, 0, 0, 7, 0, 0, 4, 123, 0, 0, 5, 0, 0, 0]"
124,"[8, 3, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]"
125,"[3, 0, 0, 0, 0, 8, 1, 0, 0, 14, 1, 0, 6, 15, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 8, 2, 1, 0, 4, 111, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
126,"[4, 105, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 6, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 5, 0, 0, 2, 1, 0, 0, 0, 10, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
127,"[5, 0, 0, 0, 1, 0, 0, 0, 4, 97, 0, 0, 4, 43, 0, 0, 0, 15, 0, 0, 4, 18, 0, 0, 2, 1, 0, 0, 0, 7, 0, 0, 6, 9, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
128,"[7, 0, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 48, 0, 0, 2, 1, 0, 0, 0, 15, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
129,"[8, 1, 2, 0, 8, 1, 1, 0, 5, 0, 0, 0, 6, 6, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 4, 10, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]"
130,"[5, 0, 0, 0, 0, 9, 0, 0, 6, 8, 0, 0, 4, 92, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]"
131,"[3, 0, 0, 0, 4, 114, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 4, 45, 0, 0, 3, 0, 0, 0, 4, 87, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0]"
132,"[7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 11, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
133,"[1, 0, 0, 0, 7, 0, 0, 0, 0, 12, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 0, 7, 1, 0, 5, 0, 0, 0, 8, 2, 2, 0, 0, 12, 0, 0, 6, 11, 1, 0, 2, 1, 0, 0, 6, 10, 1, 0]"
134,"[0, 15, 0, 0, 1, 0, 0, 0, 6, 8, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 4, 9, 0, 0, 6, 8, 1, 0, 4, 9, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0]"
135,"[6, 9, 0, 0, 8, 3, 1, 0, 0, 11, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
136,"[7, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 125, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 4, 25, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0]"
137,"[7, 0, 0, 0, 4, 121, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 13, 0, 0, 6, 13, 0, 0]"
138,"[5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
139,"[1, 0, 0, 0, 2, 0, 0, 0, 6, 14, 1, 0, 2, 0, 0, 0, 6, 13, 1, 0, 6, 12, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 97, 0, 0, 7, 0, 0, 0]"
140,"[4, 15, 0, 0, 8, 3, 2, 0, 8, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 9, 1, 0, 6, 15, 1, 0, 6, 12, 0, 0, 2, 0, 0, 0]"
141,"[3, 0, 0, 0, 6, 8, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 5, 0, 0, 4, 107, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0]"
142,"[2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 11, 1, 0, 5, 0, 0, 0, 4, 91, 0, 0, 4, 35, 0, 0, 2, 1, 0, 0, 6, 15, 1, 0]"
143,"[0, 9, 0, 0, 6, 6, 1, 0, 1, 0, 0, 0, 4, 25, 0, 0, 5, 0, 0, 0, 0, 4, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0]"
144,"[8, 3, 1, 0, 3, 0, 0, 0, 6, 7, 1, 0, 3, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 8, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0]"
145,"[6, 12, 1, 0, 6, 14, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 12, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
146,"[8, 1, 1, 0, 2, 1, 0, 0, 8, 3, 1, 0, 8, 2, 1, 0, 0, 8, 0, 0, 4, 13, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 1, 2, 0, 8, 1, 2, 0, 0, 4, 0, 0, 1, 0, 0, 0]"
147,"[4, 106, 0, 0, 6, 12, 0, 0, 4, 78, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 4, 42, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 6, 0, 0]"
148,"[1, 0, 0, 0, 4, 58, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 4, 11, 0, 0, 4, 107, 0, 0, 1, 0, 0, 0, 4, 38, 0, 0, 0, 10, 1, 0]"
149,"[5, 0, 0, 0, 0, 4, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 87, 0, 0, 2, 0, 0, 0, 4, 17, 0, 0, 3, 0, 0, 0, 6, 10, 0, 0, 6, 11, 1, 0, 8, 1, 1, 0]"
150,"[4, 100, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 9, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0]"
151,"[6, 15, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 12, 1, 0, 2, 0, 0, 0, 0, 9, 1, 0, 6, 5, 0, 0, 6, 10, 1, 0, 8, 2, 2, 0, 7, 0, 0, 0]"
152,"[5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 15, 0, 0, 0, 13, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 6, 11, 1, 0, 0, 4, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
153,"[3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 14, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 10, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 7, 0, 0, 4, 85, 0, 0]"
154,"[3, 0, 0, 0, 4, 65, 0, 0, 0, 9, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 14, 1, 0, 2, 0, 0, 0, 6, 10, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
155,"[0, 14, 0, 0, 4, 107, 0, 0, 2, 0, 0, 0, 0, 14, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
156,"[6, 11, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 14, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 0, 6, 0, 0, 8, 3, 1, 0, 8, 2, 2, 0]"
157,"[0, 10, 0, 0, 0, 12, 0, 0, 2, 0, 0, 0, 4, 89, 0, 0, 4, 110, 0, 0, 0, 4, 1, 0, 0, 5, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0]"
158,"[8, 2, 2, 0, 6, 7, 0, 0, 8, 3, 2, 0, 6, 9, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 6, 11, 1, 0, 3, 0, 0, 0, 4, 64, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 8, 2, 2, 0]"
159,"[4, 103, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 10, 1, 0, 8, 2, 1, 0, 2, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 11, 0, 0, 4, 53, 0, 0, 3, 0, 0, 0]"
160,"[8, 1, 2, 0, 2, 0, 0, 0, 4, 97, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 75, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 8, 1, 1, 0, 1, 0, 0, 0, 6, 6, 1, 0]"
161,"[0, 5, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 0, 14, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 13, 0, 0, 8, 2, 2, 0, 6, 5, 1, 0, 4, 117, 0, 0, 4, 120, 0, 0]"
162,"[4, 119, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 6, 13, 1, 0, 6, 5, 1, 0]"
163,"[2, 1, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 6, 5, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 6, 13, 1, 0, 0, 10, 0, 0, 0, 8, 0, 0]"
164,"[1, 0, 0, 0, 8, 3, 2, 0, 4, 45, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 6, 8, 0, 0]"
165,"[8, 3, 2, 0, 4, 52, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 6, 13, 1, 0, 1, 0, 0, 0, 6, 12, 1, 0, 6, 15, 1, 0, 8, 3, 1, 0, 0, 6, 0, 0, 2, 0, 0, 0]"
166,"[2, 1, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
167,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 4, 120, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 6, 6, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 9, 1, 0]"
168,"[6, 8, 0, 0, 0, 10, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 7, 1, 0, 6, 7, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 4, 25, 0, 0]"
169,"[7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 4, 80, 0, 0, 2, 0, 0, 0, 4, 123, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
170,"[8, 1, 1, 0, 2, 1, 0, 0, 6, 14, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 7, 0, 0, 0, 4, 126, 0, 0, 6, 5, 1, 0, 0, 4, 0, 0, 2, 1, 0, 0, 0, 10, 1, 0]"
171,"[3, 0, 0, 0, 5, 0, 0, 0, 6, 13, 1, 0, 8, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 4, 49, 0, 0, 2, 1, 0, 0, 0, 4, 1, 0]"
172,"[2, 1, 0, 0, 3, 0, 0, 0, 4, 94, 0, 0, 1, 0, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 28, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 0, 11, 0, 0, 7, 0, 0, 0]"
173,"[0, 8, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 6, 14, 1, 0, 1, 0, 0, 0, 0, 14, 1, 0, 1, 0, 0, 0, 8, 1, 1, 0, 6, 15, 0, 0]"
174,"[7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 8, 1, 0, 0, 4, 1, 0, 5, 0, 0, 0, 8, 1, 2, 0]"
175,"[5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 15, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 6, 11, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
176,"[2, 0, 0, 0, 2, 1, 0, 0, 0, 11, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 106, 0, 0, 4, 22, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 0, 4, 0, 0]"
177,"[5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 8, 3, 1, 0, 0, 14, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
178,"[3, 0, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 9, 1, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
179,"[1, 0, 0, 0, 6, 8, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 6, 9, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 0]"
180,"[7, 0, 0, 0, 0, 8, 0, 0, 0, 12, 1, 0, 4, 14, 0, 0, 4, 69, 0, 0, 6, 14, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0, 0, 12, 0, 0, 3, 0, 0, 0]"
181,"[8, 2, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 7, 1, 0]"
182,"[4, 104, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 8, 1, 1, 0, 5, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0]"
183,"[8, 1, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 9, 1, 0, 1, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
184,"[4, 85, 0, 0, 0, 9, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 8, 2, 1, 0, 0, 6, 0, 0, 3, 0, 0, 0, 4, 117, 0, 0, 4, 33, 0, 0]"
185,"[2, 0, 0, 0, 0, 7, 1, 0, 6, 8, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 35, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 4, 75, 0, 0, 2, 1, 0, 0, 0, 15, 0, 0, 6, 8, 0, 0]"
186,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 0, 4, 11, 0, 0, 4, 34, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 10, 1, 0, 6, 15, 0, 0, 8, 3, 2, 0, 4, 63, 0, 0]"
