Model,Encoded Chromosome
94,"[1, 4, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 6, 12, 3, 1, 2, 1, 0, 0, 0, 26, 1, 1, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 382, 3, 0, 7, 0, 0, 0]"
95,"[7, 0, 0, 0, 6, 32, 4, 1, 3, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 14, 0, 1, 7, 0, 0, 0, 4, 146, 1, 0]"
96,"[3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 19, 1, 3, 8, 3, 2, 0, 0, 31, 1, 0, 7, 0, 0, 0, 6, 44, 4, 3, 1, 44, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
97,"[8, 0, 1, 0, 8, 1, 2, 0, 2, 0, 0, 0, 6, 52, 4, 1, 2, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 3, 1, 0, 1, 4, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
98,"[7, 0, 0, 0, 2, 0, 0, 0, 0, 27, 1, 3, 1, 27, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 1, 4, 0, 0, 4, 333, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
99,"[6, 16, 4, 0, 4, 6, 3, 0, 7, 0, 0, 0, 4, 224, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
100,"[4, 356, 3, 0, 4, 262, 1, 0, 4, 169, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
101,"[3, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 12, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 258, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
102,"[0, 8, 1, 3, 3, 0, 0, 0, 8, 2, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 4, 328, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
103,"[7, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 4, 465, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 342, 0, 0, 7, 0, 0, 0, 4, 383, 3, 0]"
104,"[4, 383, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 113, 3, 0, 7, 0, 0, 0, 4, 471, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
105,"[4, 177, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 150, 3, 0, 7, 0, 0, 0, 4, 2, 0, 0, 4, 221, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 418, 1, 0]"
106,"[8, 0, 2, 0, 0, 23, 1, 1, 4, 187, 3, 0, 4, 505, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
107,"[6, 28, 4, 3, 7, 0, 0, 0, 7, 0, 0, 0, 4, 220, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
108,"[7, 0, 0, 0, 7, 0, 0, 0, 6, 32, 4, 1, 8, 3, 2, 0, 3, 0, 0, 0, 4, 57, 0, 0, 7, 0, 0, 0, 4, 86, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
109,"[1, 4, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 26, 2, 3, 4, 313, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
110,"[4, 19, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 379, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
111,"[8, 0, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 6, 44, 4, 1, 8, 3, 1, 0, 7, 0, 0, 0]"
112,"[4, 230, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 154, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
113,"[1, 4, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 488, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
114,"[3, 0, 0, 0, 4, 486, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 241, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
115,"[4, 12, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 212, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
116,"[6, 44, 4, 3, 1, 44, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 474, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 367, 3, 0]"
117,"[4, 112, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
118,"[5, 0, 0, 0, 4, 207, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 501, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
119,"[1, 4, 0, 0, 0, 30, 0, 1, 6, 45, 1, 3, 8, 1, 1, 0, 4, 219, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 141, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
120,"[3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 19, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 9, 1, 3, 0, 12, 0, 1, 1, 12, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0]"
121,"[8, 0, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 1, 4, 0, 0, 0, 27, 1, 3, 4, 426, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
122,"[8, 0, 2, 0, 3, 0, 0, 0, 0, 29, 0, 1, 4, 343, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 78, 1, 0, 7, 0, 0, 0, 4, 500, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
123,"[1, 4, 0, 0, 3, 0, 0, 0, 0, 20, 1, 3, 1, 20, 0, 0, 6, 52, 4, 0, 4, 333, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
124,"[8, 0, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 24, 1, 0, 2, 1, 0, 0, 0, 9, 1, 0, 2, 1, 0, 0, 4, 143, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
125,"[0, 31, 1, 1, 3, 0, 0, 0, 1, 4, 0, 0, 6, 24, 4, 1, 7, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 1, 3, 0, 0, 0, 0, 9, 1, 0, 3, 0, 0, 0, 4, 317, 1, 0, 7, 0, 0, 0]"
126,"[7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 4, 173, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
127,"[4, 3, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 149, 0, 0]"
128,"[2, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 9, 1, 3, 6, 28, 4, 1, 2, 0, 0, 0, 4, 116, 1, 0, 4, 448, 0, 0, 7, 0, 0, 0, 4, 173, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
129,"[3, 0, 0, 0, 7, 0, 0, 0, 6, 24, 4, 1, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 84, 0, 0]"
130,"[0, 25, 1, 3, 7, 0, 0, 0, 7, 0, 0, 0, 0, 20, 0, 1, 3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
131,"[2, 1, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 8, 2, 1, 0, 8, 2, 1, 0, 6, 32, 4, 0, 8, 1, 1, 0, 7, 0, 0, 0, 4, 365, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
132,"[8, 0, 1, 0, 1, 4, 0, 0, 4, 443, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 44, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
133,"[3, 0, 0, 0, 6, 38, 2, 1, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
134,"[2, 1, 0, 0, 0, 4, 0, 1, 3, 0, 0, 0, 6, 20, 4, 3, 7, 0, 0, 0, 0, 8, 1, 1, 7, 0, 0, 0, 8, 2, 1, 0, 0, 5, 1, 3, 1, 5, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0]"
135,"[4, 197, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 227, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 510, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 334, 1, 0]"
136,"[2, 1, 0, 0, 8, 1, 1, 0, 4, 96, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 90, 3, 0, 4, 145, 1, 0, 4, 384, 0, 0]"
137,"[6, 44, 4, 3, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 419, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 26, 3, 0, 4, 274, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
138,"[7, 0, 0, 0, 1, 4, 0, 0, 0, 6, 0, 1, 7, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0]"
139,"[2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 4, 4, 1, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 190, 1, 0]"
140,"[4, 9, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
141,"[8, 0, 1, 0, 0, 28, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
142,"[2, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 4, 316, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
143,"[7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 6, 24, 3, 1, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
144,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 1, 4, 0, 0, 5, 0, 0, 0, 4, 154, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
145,"[7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 8, 1, 2, 0, 6, 36, 4, 3, 4, 275, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
146,"[2, 0, 0, 0, 4, 511, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 222, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
147,"[4, 441, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
148,"[8, 0, 2, 0, 3, 0, 0, 0, 4, 112, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 143, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
149,"[1, 4, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 60, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 36, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
150,"[3, 0, 0, 0, 4, 370, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 299, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
151,"[6, 32, 1, 3, 0, 9, 1, 0, 7, 0, 0, 0, 4, 323, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 300, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 338, 0, 0, 7, 0, 0, 0]"
152,"[1, 4, 0, 0, 6, 48, 2, 1, 8, 2, 1, 0, 1, 4, 0, 0, 0, 7, 0, 3, 0, 5, 1, 3, 4, 356, 0, 0, 7, 0, 0, 0, 4, 296, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
153,"[0, 5, 0, 1, 8, 1, 1, 0, 7, 0, 0, 0, 6, 60, 4, 3, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
154,"[7, 0, 0, 0, 6, 20, 1, 3, 0, 31, 0, 0, 0, 18, 1, 0, 4, 451, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
155,"[6, 42, 1, 1, 4, 149, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 455, 1, 0]"
156,"[2, 1, 0, 0, 4, 379, 0, 0, 4, 425, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 381, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
157,"[2, 0, 0, 0, 4, 201, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 437, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
158,"[0, 21, 0, 3, 3, 0, 0, 0, 4, 29, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
159,"[0, 29, 1, 1, 4, 291, 1, 0, 7, 0, 0, 0, 4, 15, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
160,"[7, 0, 0, 0, 4, 83, 3, 0, 4, 411, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
161,"[1, 4, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 1, 4, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 4, 193, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
162,"[0, 5, 1, 3, 8, 1, 2, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 0, 14, 0, 3, 0, 16, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0]"
163,"[3, 0, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 6, 52, 4, 0, 2, 1, 0, 0]"
164,"[5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
165,"[7, 0, 0, 0, 6, 39, 1, 1, 4, 35, 3, 0, 4, 134, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
166,"[3, 0, 0, 0, 7, 0, 0, 0, 6, 40, 4, 0, 4, 55, 0, 0, 4, 390, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
167,"[7, 0, 0, 0, 3, 0, 0, 0, 4, 396, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
168,"[5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 381, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 258, 0, 0, 7, 0, 0, 0]"
169,"[7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 0, 12, 1, 3, 0, 20, 1, 1, 8, 2, 1, 0]"
170,"[0, 9, 0, 1, 6, 32, 4, 1, 0, 22, 0, 0, 8, 3, 1, 0, 8, 2, 1, 0, 4, 316, 3, 0, 7, 0, 0, 0, 4, 92, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
171,"[1, 4, 0, 0, 7, 0, 0, 0, 0, 9, 1, 3, 0, 5, 0, 0, 0, 28, 0, 0, 2, 1, 0, 0, 4, 89, 3, 0, 4, 11, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
172,"[0, 28, 1, 0, 7, 0, 0, 0, 0, 18, 0, 1, 4, 42, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
173,"[3, 0, 0, 0, 6, 54, 2, 0, 4, 88, 0, 0, 4, 420, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 264, 0, 0, 7, 0, 0, 0]"
174,"[1, 4, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 0, 18, 0, 3, 0, 10, 0, 0, 1, 10, 0, 0, 0, 28, 1, 1, 3, 0, 0, 0, 4, 337, 3, 0, 7, 0, 0, 0, 4, 16, 3, 0, 7, 0, 0, 0]"
175,"[1, 4, 0, 0, 5, 0, 0, 0, 4, 202, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
176,"[4, 143, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 18, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
177,"[2, 0, 0, 0, 6, 48, 3, 0, 0, 15, 1, 3, 0, 6, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
178,"[6, 8, 4, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 4, 354, 1, 0, 7, 0, 0, 0]"
179,"[7, 0, 0, 0, 8, 1, 2, 0, 6, 44, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 4, 166, 3, 0, 7, 0, 0, 0]"
180,"[6, 62, 2, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 4, 288, 3, 0, 7, 0, 0, 0, 4, 491, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
181,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 4, 329, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 201, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
182,"[6, 52, 4, 1, 8, 1, 2, 0, 3, 0, 0, 0, 8, 2, 2, 0, 4, 354, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 393, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 490, 3, 0]"
183,"[8, 0, 2, 0, 4, 19, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 201, 3, 0]"
184,"[2, 1, 0, 0, 7, 0, 0, 0, 6, 56, 4, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 8, 3, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
185,"[4, 426, 0, 0, 7, 0, 0, 0, 4, 496, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 53, 1, 0, 7, 0, 0, 0]"
186,"[3, 0, 0, 0, 0, 14, 1, 1, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 248, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 218, 0, 0, 7, 0, 0, 0]"
