Model,Encoded Chromosome
94,"[5, 0, 0, 0, 5, 0, 0, 0, 6, 8, 0, 0, 3, 0, 0, 0, 0, 11, 1, 0, 4, 102, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 26, 0, 0, 6, 6, 0, 0]"
95,"[3, 0, 0, 0, 0, 10, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 4, 67, 0, 0, 4, 46, 0, 0, 0, 7, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
96,"[6, 8, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 8, 3, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 8, 2, 1, 0, 4, 21, 0, 0]"
97,"[8, 2, 2, 0, 6, 10, 1, 0, 0, 5, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 0, 0, 10, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 15, 0, 0]"
98,"[0, 15, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 31, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 6, 6, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 79, 0, 0]"
99,"[4, 70, 0, 0, 0, 12, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 6, 8, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0]"
100,"[1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 85, 0, 0, 7, 0, 0, 0, 4, 60, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 8, 3, 2, 0, 4, 110, 0, 0, 1, 0, 0, 0, 6, 9, 1, 0]"
101,"[7, 0, 0, 0, 4, 45, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 45, 0, 0, 8, 2, 1, 0, 6, 10, 1, 0, 6, 13, 1, 0, 6, 15, 1, 0, 3, 0, 0, 0, 8, 3, 1, 0, 2, 0, 0, 0]"
102,"[2, 1, 0, 0, 5, 0, 0, 0, 0, 15, 1, 0, 6, 9, 1, 0, 7, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 4, 39, 0, 0, 0, 7, 1, 0, 5, 0, 0, 0]"
103,"[2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 4, 38, 0, 0, 0, 11, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 11, 0, 0, 8, 3, 2, 0]"
104,"[7, 0, 0, 0, 0, 8, 0, 0, 6, 5, 1, 0, 4, 99, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 10, 1, 0, 7, 0, 0, 0, 0, 7, 0, 0]"
105,"[6, 12, 0, 0, 7, 0, 0, 0, 6, 8, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 39, 0, 0]"
106,"[4, 105, 0, 0, 0, 12, 1, 0, 4, 51, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 6, 13, 0, 0, 6, 9, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
107,"[8, 2, 2, 0, 8, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 6, 9, 0, 0, 8, 1, 1, 0, 8, 1, 1, 0, 6, 13, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
108,"[0, 10, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 43, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 6, 10, 1, 0, 7, 0, 0, 0]"
109,"[7, 0, 0, 0, 0, 13, 1, 0, 8, 3, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 8, 0, 0, 6, 6, 1, 0, 8, 2, 2, 0, 6, 8, 1, 0, 0, 13, 0, 0, 4, 15, 0, 0, 0, 10, 0, 0]"
110,"[5, 0, 0, 0, 4, 12, 0, 0, 6, 11, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 4, 95, 0, 0, 6, 4, 1, 0, 1, 0, 0, 0]"
111,"[1, 0, 0, 0, 7, 0, 0, 0, 4, 42, 0, 0, 1, 0, 0, 0, 4, 29, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 14, 1, 0, 8, 2, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
112,"[3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 6, 15, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 0, 11, 0, 0]"
113,"[8, 3, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0, 6, 10, 1, 0, 1, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
114,"[4, 71, 0, 0, 3, 0, 0, 0, 6, 12, 1, 0, 6, 15, 1, 0, 0, 15, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 11, 1, 0, 4, 64, 0, 0, 4, 41, 0, 0, 2, 1, 0, 0]"
115,"[1, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 6, 15, 0, 0, 2, 0, 0, 0, 6, 12, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 6, 14, 1, 0, 0, 4, 0, 0]"
116,"[5, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 0, 8, 1, 2, 0, 6, 12, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0]"
117,"[2, 0, 0, 0, 0, 9, 1, 0, 4, 37, 0, 0, 1, 0, 0, 0, 6, 9, 0, 0, 8, 2, 2, 0, 4, 75, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 6, 8, 1, 0]"
118,"[2, 1, 0, 0, 8, 3, 1, 0, 4, 31, 0, 0, 4, 97, 0, 0, 6, 6, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 20, 0, 0, 6, 5, 0, 0, 8, 3, 2, 0, 4, 61, 0, 0, 8, 3, 2, 0]"
119,"[6, 14, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 4, 120, 0, 0, 4, 101, 0, 0, 2, 0, 0, 0, 0, 14, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 6, 1, 0]"
120,"[3, 0, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 4, 65, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
121,"[2, 1, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 116, 0, 0, 4, 85, 0, 0, 5, 0, 0, 0]"
122,"[4, 103, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 5, 1, 0, 0, 5, 1, 0, 8, 1, 1, 0, 8, 1, 2, 0, 3, 0, 0, 0, 4, 78, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
123,"[0, 13, 0, 0, 4, 86, 0, 0, 6, 9, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
124,"[5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 6, 10, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 4, 48, 0, 0, 4, 85, 0, 0]"
125,"[0, 10, 0, 0, 6, 5, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 9, 0, 0]"
126,"[7, 0, 0, 0, 4, 48, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 0, 15, 0, 0, 7, 0, 0, 0, 4, 118, 0, 0, 6, 13, 1, 0, 8, 1, 1, 0, 1, 0, 0, 0]"
127,"[6, 13, 0, 0, 6, 11, 1, 0, 6, 15, 1, 0, 5, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
128,"[7, 0, 0, 0, 2, 1, 0, 0, 0, 8, 1, 0, 6, 8, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 63, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 6, 14, 1, 0, 2, 1, 0, 0, 0, 14, 1, 0]"
129,"[6, 9, 1, 0, 2, 1, 0, 0, 8, 3, 2, 0, 8, 1, 2, 0, 8, 1, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 7, 1, 0, 8, 1, 1, 0]"
130,"[3, 0, 0, 0, 0, 7, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 6, 1, 0, 6, 6, 1, 0, 6, 14, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 24, 0, 0, 0, 11, 1, 0]"
131,"[3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 6, 14, 0, 0, 6, 5, 0, 0, 8, 3, 2, 0, 8, 3, 2, 0, 6, 13, 0, 0, 3, 0, 0, 0, 6, 11, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
132,"[7, 0, 0, 0, 4, 26, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 82, 0, 0, 8, 3, 1, 0, 6, 4, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
133,"[4, 14, 0, 0, 6, 14, 0, 0, 6, 6, 1, 0, 2, 1, 0, 0, 4, 15, 0, 0, 0, 15, 0, 0, 0, 13, 1, 0, 8, 1, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 8, 2, 2, 0, 8, 1, 1, 0]"
134,"[2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 0, 14, 1, 0, 8, 1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0]"
135,"[2, 0, 0, 0, 4, 40, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 4, 42, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 62, 0, 0, 2, 1, 0, 0, 0, 11, 0, 0]"
136,"[2, 0, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 2, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 15, 0, 0, 1, 0, 0, 0, 6, 13, 0, 0, 0, 12, 0, 0, 0, 9, 0, 0, 7, 0, 0, 0]"
137,"[8, 2, 1, 0, 7, 0, 0, 0, 6, 6, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 6, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 8, 1, 0, 8, 1, 2, 0]"
138,"[6, 12, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 6, 14, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 93, 0, 0, 4, 6, 0, 0]"
139,"[1, 0, 0, 0, 0, 8, 1, 0, 8, 3, 2, 0, 5, 0, 0, 0, 0, 11, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 6, 8, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
140,"[4, 73, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 6, 9, 0, 0, 8, 2, 2, 0, 0, 9, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 6, 10, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
141,"[6, 10, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 6, 8, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 13, 0, 0, 1, 0, 0, 0, 0, 9, 1, 0, 6, 11, 1, 0, 2, 0, 0, 0]"
142,"[1, 0, 0, 0, 1, 0, 0, 0, 4, 39, 0, 0, 1, 0, 0, 0, 6, 5, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
143,"[0, 13, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 6, 9, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0]"
144,"[5, 0, 0, 0, 4, 54, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
145,"[6, 7, 0, 0, 6, 13, 0, 0, 1, 0, 0, 0, 4, 46, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 21, 0, 0, 6, 7, 0, 0, 5, 0, 0, 0, 4, 101, 0, 0]"
146,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 14, 0, 0, 3, 0, 0, 0, 4, 27, 0, 0, 6, 7, 0, 0, 6, 10, 0, 0, 2, 1, 0, 0, 4, 115, 0, 0, 1, 0, 0, 0, 6, 15, 0, 0, 3, 0, 0, 0]"
147,"[3, 0, 0, 0, 4, 63, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 6, 9, 0, 0, 1, 0, 0, 0, 4, 1, 0, 0, 5, 0, 0, 0, 6, 11, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0]"
148,"[6, 10, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 9, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
149,"[2, 1, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 10, 1, 0, 8, 3, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
150,"[3, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 4, 69, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 8, 1, 1, 0, 0, 8, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0]"
151,"[2, 1, 0, 0, 0, 11, 1, 0, 3, 0, 0, 0, 4, 51, 0, 0, 6, 12, 1, 0, 0, 7, 0, 0, 4, 10, 0, 0, 6, 13, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0]"
152,"[0, 5, 1, 0, 4, 104, 0, 0, 4, 84, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 13, 0, 0, 5, 0, 0, 0, 0, 8, 1, 0, 0, 10, 1, 0]"
153,"[7, 0, 0, 0, 6, 8, 1, 0, 0, 14, 0, 0, 6, 5, 1, 0, 6, 6, 0, 0, 4, 51, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 6, 13, 1, 0, 8, 1, 1, 0, 6, 9, 0, 0]"
154,"[3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 8, 1, 1, 0, 0, 12, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 46, 0, 0]"
155,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 6, 9, 1, 0, 4, 66, 0, 0, 6, 14, 1, 0, 1, 0, 0, 0, 4, 49, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
156,"[4, 84, 0, 0, 5, 0, 0, 0, 4, 46, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 8, 2, 1, 0, 8, 3, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 4, 108, 0, 0, 7, 0, 0, 0]"
157,"[0, 15, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 4, 88, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 4, 78, 0, 0]"
158,"[5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 13, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 6, 9, 0, 0, 8, 3, 1, 0, 0, 11, 0, 0]"
159,"[6, 5, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 13, 1, 0, 5, 0, 0, 0, 0, 14, 1, 0, 5, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 0, 5, 0, 0]"
160,"[3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 2, 0, 0, 0, 6, 15, 0, 0, 3, 0, 0, 0, 0, 6, 0, 0, 4, 88, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
161,"[7, 0, 0, 0, 7, 0, 0, 0, 0, 7, 1, 0, 2, 1, 0, 0, 4, 45, 0, 0, 0, 13, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
162,"[7, 0, 0, 0, 0, 5, 1, 0, 5, 0, 0, 0, 4, 111, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 12, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 115, 0, 0]"
163,"[0, 11, 1, 0, 3, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 7, 0, 0, 6, 6, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 2, 0, 0, 4, 30, 0, 0]"
164,"[8, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 0, 5, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0, 4, 67, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0]"
165,"[0, 10, 1, 0, 5, 0, 0, 0, 4, 115, 0, 0, 2, 0, 0, 0, 6, 12, 1, 0, 6, 6, 1, 0, 3, 0, 0, 0, 0, 15, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 7, 1, 0, 0, 4, 0, 0]"
166,"[6, 9, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
167,"[0, 4, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 9, 0, 0, 6, 15, 1, 0, 6, 15, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 23, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
168,"[1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 6, 14, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 5, 1, 0, 0, 14, 0, 0, 3, 0, 0, 0]"
169,"[8, 1, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 0, 12, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 6, 11, 1, 0]"
170,"[6, 8, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 55, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 6, 9, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
171,"[3, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 8, 3, 2, 0, 8, 3, 1, 0, 4, 48, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 6, 14, 0, 0]"
172,"[2, 1, 0, 0, 6, 13, 0, 0, 0, 9, 1, 0, 5, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0]"
173,"[5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0]"
174,"[4, 68, 0, 0, 0, 14, 0, 0, 6, 9, 1, 0, 1, 0, 0, 0, 4, 65, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 4, 29, 0, 0]"
175,"[4, 73, 0, 0, 2, 1, 0, 0, 4, 81, 0, 0, 5, 0, 0, 0, 6, 6, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0]"
176,"[8, 1, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 9, 1, 0, 4, 64, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0]"
177,"[8, 1, 1, 0, 6, 6, 1, 0, 6, 9, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 12, 1, 0, 3, 0, 0, 0, 4, 96, 0, 0, 5, 0, 0, 0, 4, 86, 0, 0, 7, 0, 0, 0]"
178,"[2, 0, 0, 0, 8, 3, 1, 0, 0, 13, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 11, 1, 0, 4, 8, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0, 0, 11, 0, 0]"
179,"[3, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 6, 11, 0, 0, 8, 3, 2, 0]"
180,"[2, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 6, 6, 1, 0, 2, 0, 0, 0, 6, 10, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
181,"[6, 5, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 4, 49, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 4, 97, 0, 0, 3, 0, 0, 0]"
182,"[0, 9, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 6, 7, 1, 0, 4, 69, 0, 0, 2, 1, 0, 0, 0, 15, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 87, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
183,"[3, 0, 0, 0, 7, 0, 0, 0, 6, 13, 1, 0, 0, 6, 1, 0, 4, 115, 0, 0, 4, 125, 0, 0, 4, 74, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 6, 13, 1, 0, 8, 3, 2, 0, 5, 0, 0, 0]"
184,"[0, 8, 0, 0, 8, 1, 2, 0, 6, 4, 1, 0, 8, 1, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 16, 0, 0, 8, 1, 2, 0, 4, 30, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
185,"[7, 0, 0, 0, 0, 13, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 10, 1, 0, 3, 0, 0, 0, 0, 4, 1, 0, 4, 95, 0, 0, 1, 0, 0, 0, 6, 9, 1, 0, 6, 10, 0, 0]"
186,"[4, 10, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 125, 0, 0, 4, 70, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 4, 43, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0]"
