Model,Layer,Parameter1,Parameter2,Parameter3
38,10,0.8518183882759489,0.7425423958139472,0.720179154967295
38,11,0.11501964914948758,0.7411710440018433,0.8381368673796553
38,12,0.2153073715110368,0.6054725418995572,0.8169641107987496
39,1,0.4579934048834596,0.23308114440621186,0.18753840805866165
39,2,0.1550290067107663,0.30658026398105864,0.9618242422196573
39,3,0.7748865285254067,0.3604715808853105,0.26149889398438997
39,4,0.6739264313046787,0.3934462548053483,0.8451675278710877
39,5,0.8352623221536358,0.9213104839804683,0.3390796915655448
39,6,0.4932710098161671,0.30057496176696935,0.44796499880801094
39,7,0.9102927965202585,0.41731863652286055,0.5300221470829793
39,8,0.048286956867452775,0.6770206861300532,0.05301514709376188
39,9,0.8213177222173498,0.36796692651195045,0.754614471266642
39,10,0.5312198972277445,0.015442882058020434,0.6555501641114448
39,11,0.7191161744106717,0.15950266889892897,0.482355114291314
39,12,0.8228951332807997,0.43297283563748185,0.8016202960478227
40,1,0.2298650198957689,0.025507243420640924,0.30511219739264606
40,2,0.5108609930074757,0.7605094696671849,0.055587750030484925
40,3,0.09593455678095701,0.008497927636746217,0.6117879839670763
40,4,0.15278539242964148,0.5960852203793453,0.7521458726348493
40,5,0.2714269653088162,0.4604107658083808,0.911110751843969
40,6,0.9223048711059539,0.7613756574526735,0.6898365633105673
40,7,0.4801020378550489,0.6112220580818184,0.11637690774577776
40,8,0.698909235557558,0.5822587240085285,0.3374276705765778
40,9,0.0034780071245174,0.42161776317965816,0.8138521100116889
40,10,0.9315272242660598,0.12958278459875586,0.7262307612992162
40,11,0.470888986487376,0.9108649845601028,0.39704141682813776
40,12,0.8125030577162247,0.7996951333874824,0.6682867843237024
41,1,0.2913104225110372,0.4067176346937191,0.5536444961840321
41,2,0.2482281154027321,0.9339853619798856,0.04934131510362791
41,3,0.9581167083472804,0.4974922477990527,0.5294426097751381
41,4,0.8571549199183647,0.24260850596726208,0.27372187275119786
41,5,0.9047735333899029,0.9714330818512623,0.8053767371775803
41,6,0.15443733027596798,0.32128918877656293,0.2628744417217915
41,7,0.1264158968845622,0.0904287188566224,0.06465510308489542
41,8,0.37303384556011315,0.18931768058650217,0.8788481380723311
41,9,0.34313579823551615,0.8701720665937555,0.36927553917913225
41,10,0.620530108979897,0.3582480534067414,0.2802242721611878
41,11,0.4553797674267374,0.35941699540440464,0.1088921635985334
41,12,0.8918521696491043,0.17935613515074877,0.6482170039941061
42,1,0.27071385886607485,0.7591165457690228,0.10714718996319175
42,2,0.19551653667085953,0.45148580263523413,0.6604612011198584
42,3,0.15435993761756295,0.2479883581721771,0.046611965226338446
42,4,0.8642243846335509,0.72374698487684,0.8081839658513287
42,5,0.7198963916382106,0.5619525100683548,0.6569189910992053
42,6,0.6787203582005523,0.6045548307219774,0.049859670343906815
42,7,0.32066517678153744,0.4099630328600627,0.2870108503563199
42,8,0.8065149637631843,0.1073464429612866,0.4150231698597532
42,9,0.6143697009797227,0.3932020891688872,0.40663508922554314
42,10,0.7491274298540128,0.27816769925866736,0.13159503738790398
42,11,0.1252463579442525,0.6823911518356367,0.027134648552846755
42,12,0.5039004215674816,0.0044407460495946675,0.2229968464986456
43,1,0.05062194385077651,0.8415835017253883,0.22936358814749158
43,2,0.24040042691247399,0.3720832266785298,0.08669391453857335
43,3,0.453926322802879,0.5054021396091191,0.31942071080388235
43,4,0.5687588976504226,0.7631734738445181,0.9494200455019067
43,5,0.5687944318306271,0.4455927244820987,0.4510639354530052
43,6,0.5754771714318154,0.37557780950120023,0.9002916830182321
43,7,0.2458098550568596,0.5406841061406744,0.3447510654690795
43,8,0.10067051393289897,0.23166853960554418,0.6373031843212272
43,9,0.6909857564262561,0.7617981569182964,0.6799200688984859
43,10,0.3823864418591236,0.08236201291949989,0.533599141599407
43,11,0.9760195190326837,0.18050091575798555,0.6852230612747564
43,12,0.2482219029391014,0.09798851364400822,0.4098332389212569
44,1,0.6853760723590533,0.7052878513489694,0.006445128159141975
44,2,0.41617902602887186,0.9067328293226952,0.0063643129024982545
44,3,0.9902197760681346,0.6410897967428799,0.12314742320386421
44,4,0.5931275034872092,0.5064945373956968,0.679734491083837
44,5,0.9180055853878389,0.10935864816660973,0.6421289074396658
44,6,0.28203665504370623,0.7555766086339222,0.6594263136091263
44,7,0.9913508031069679,0.7612254835880449,0.042525776503270586
44,8,0.8573913920762567,0.8412989121187742,0.2264833333145138
44,9,0.7055209786190744,0.013925233214504479,0.2334165483033254
44,10,0.00851062660156438,0.034477740237667004,0.36206925447856575
44,11,0.3399274923926245,0.8100360662925103,0.33006356071829857
44,12,0.31928935424852833,0.5307799694577997,0.05254158760216831
45,1,0.17679123496715513,0.07431494183354209,0.26679953195029904
45,2,0.9965571828515086,0.8981975981093907,0.1300793118389047
45,3,0.8985785948869741,0.1511548482100134,0.8808994640457708
45,4,0.9845965153445597,0.5693667287244316,0.3152506049253094
45,5,0.8172854914780275,0.38220153330799017,0.38434674845558925
45,6,0.9373791511244386,0.21925265987186793,0.6739770042440723
45,7,0.9020260457382425,0.35171300505645087,0.8012879699248585
45,8,0.8409021153053293,0.9900311981018449,0.16979387014135328
45,9,0.3826261678282638,0.645148704882205,0.6459760293327148
45,10,0.9135035532968345,0.3117114013835553,0.17917060035914634
45,11,0.6045362647184046,0.0904770910194173,0.07996994835113164
45,12,0.26040209531374037,0.3672733698189603,0.09676387374560946
46,1,0.025738310951410742,0.6605477993986222,0.078095677466174
46,2,0.11466857273871257,0.1806931240665818,0.4243713552359153
46,3,0.79864907692289,0.3463104672173851,0.15063785790293918
46,4,0.12401618482468602,0.14976252742332385,0.9544158979499011
46,5,0.7342646829174323,0.6278967873515131,0.008716272164482845
46,6,0.13731653475737027,0.9882192463074301,0.10195884307501808
46,7,0.9648190173657186,0.8542459755117017,0.8739078602218063
46,8,0.14087628917166967,0.11803923748429683,0.7518277734630882
46,9,0.7390326587015924,0.7446497395062897,0.901404174745911
46,10,0.40082697759174496,0.5386717833624933,0.09258583892389201
46,11,0.8012078465274386,0.048875970971204954,0.11775266743648272
46,12,0.44837772504411644,0.4206009629192622,0.1340950925990097
47,1,0.19809438201680923,0.11327345525042774,0.9876897995530721
47,2,0.4714049919848838,0.21146148977050314,0.1355099158449217
47,3,0.27895199961866324,0.7447861533664981,0.4400767346628121
47,4,0.6337572395512451,0.15115398216187162,0.3763539733679842
47,5,0.032346286175927254,0.6413133417467444,0.18087862967389204
47,6,0.5669101179076321,0.8820346186242753,0.8514198169055593
47,7,0.33274340104249994,0.7420767018049547,0.9221782840161528
47,8,0.2951640942260004,0.7759373817105635,0.5986176564276091
47,9,0.18499046640624833,0.5568835280462242,0.3010598564885989
47,10,0.044290700625333794,0.9038895148054319,0.448161377823561
47,11,0.39394616255233805,0.7496320898182468,0.036743434407950915
47,12,0.764247555240579,0.9760114619312839,0.8763457217540754
48,1,0.5981611978851518,0.13706397442202792,0.6341672431934486
48,2,0.8148383620379029,0.833904834565399,0.9184559589620138
48,3,0.3707843603076398,0.9966461191488256,0.7785981912427821
48,4,0.22149405304814052,0.9696194985630807,0.3256873073341928
48,5,0.09036486963447454,0.32642111757563114,0.8876751586491839
48,6,0.3278704563356642,0.8017423816986816,0.6408019613883355
48,7,0.2513615009809579,0.11853564987311933,0.9135599433823172
48,8,0.810915111072648,0.15048875229939868,0.6663228071883556
48,9,0.31501243814875535,0.9289440534081549,0.7321703167530267
48,10,0.2292951570710813,0.6425278729811585,0.5649189233825721
48,11,0.4350979403750625,0.8682938222577011,0.24589214179104243
48,12,0.37056092289532955,0.8616914331909572,0.13560490886354923
49,1,0.21621945049500246,0.8507775958652429,0.385010995190586
49,2,0.5974004037457779,0.7926187364478392,0.06164246695202763
49,3,0.5847133643564719,0.8141431212734633,0.9292777104219845
49,4,0.19034615157452028,0.8793301841910335,0.030644255303951318
49,5,0.8868735950230271,0.1625067640753969,0.038302790623465206
49,6,0.4334839377703361,0.7517545325358036,0.5293258266807133
49,7,0.5051904502657604,0.39239292006512333,0.4217299513202945
49,8,0.9636335963178458,0.27440207775896436,0.18180634653972189
49,9,0.4010346430962556,0.0974228309695165,0.9711342484560376
49,10,0.5413079367373951,0.655071299190539,0.30545735911225863
49,11,0.9433257972238959,0.9218683304111434,0.5872228666186767
49,12,0.45715436631342715,0.571459538709476,0.08712198479967988
50,1,0.18924914212748364,0.14714012038325214,0.6205932249503089
50,2,0.41069726268641854,0.4159980498050517,0.8092539711754178
50,3,0.5560814060766909,0.3703241762465446,0.1594425523450065
50,4,0.7476857366354632,0.5790923603227479,0.2575361335576191
50,5,0.4783482134635942,0.5220270999760853,0.7268409425429052
50,6,0.26879537039381163,0.28827378258013825,0.08367936731263562
50,7,0.49824172680286943,0.6899860712199484,0.25014732597152106
50,8,0.4199881969638864,0.2538701864099114,0.09039457944186477
50,9,0.08547426967522338,0.2390187553645019,0.037419705037670704
50,10,0.6314328100204069,0.613247747548967,0.6640369665752717
50,11,0.4821616150959923,0.6032857306975427,0.9462997284504815
50,12,0.018979628210727503,0.967418737544414,0.0013815852876591479
51,1,0.6666945648258752,0.5314601666347942,0.49789505902642966
51,2,0.056456135237097235,0.5787438553327565,0.8629488546791654
51,3,0.8248421137241884,0.07931752791114025,0.24403967579840213
51,4,0.2712317023587857,0.7439016480753522,0.5063879481775203
51,5,0.2966967849576988,0.7199602744816131,0.5480915859753898
51,6,0.14064770072196278,0.25871858029478895,0.24073300760784155
51,7,0.47067704355277884,0.4291994707930634,0.9524463447006953
51,8,0.6816540038089247,0.3645558328780501,0.9360953221522543
51,9,0.31282020846497843,0.30021590551658767,0.7296886276461773
51,10,0.7372719675411369,0.9717519012552882,0.0003976659087902612
51,11,0.1407715751282668,0.2530697917408857,0.66456248089076
51,12,0.41345129757925747,0.9006209165366726,0.8480577279383087
52,1,0.5516322013243493,0.9416539385456384,0.669643944257076
52,2,0.6797044316993732,0.6972148819387645,0.35154352687047147
52,3,0.28767838157703457,0.46258651995754985,0.8620029242595685
52,4,0.8130909877206035,0.7946255514068331,0.5437049477365731
52,5,0.9932342882634898,0.6893531114316863,0.28864448336832405
52,6,0.5280009344668536,0.2601827717669219,0.9483885281733756
52,7,0.3047417693826536,0.3016826982122702,0.0059575328726847
52,8,0.7536188099277826,0.9667596090833015,0.6420285479960096
52,9,0.8864191585656603,0.13349483848191993,0.2963905451650964
52,10,0.7666096895305954,0.377229110480573,0.052622134931443125
52,11,0.63071376156382,0.6555752700549516,0.5373691807845179
52,12,0.47399565698114837,0.3799089972594852,0.8432276745065539
53,1,0.8487942619375424,0.319451103549707,0.4466057975761256
53,2,0.4938001024136455,0.10933573657538227,0.2534343854469536
53,3,0.8121243143154079,0.35440145361731495,0.012144919270598437
53,4,0.7603422684513264,0.944767664124881,0.8878355024644813
53,5,0.39209756839720716,0.6367202456884166,0.5253911836024314
53,6,0.10130150673657415,0.8517175647172956,0.3799735124919945
53,7,0.414551937887291,0.0015758070741306008,0.18316508712020488
53,8,0.12742825674116115,0.8068811985420553,0.2616851425833478
53,9,0.9942372244931568,0.8998020155056946,0.010945718183897332
53,10,0.4089420077730951,0.96191802272179,0.3422578366103574
53,11,0.010941513035421374,0.3713910794716237,0.6654337327974227
53,12,0.6804693305063885,0.7722450808804234,0.5983119137679846
54,1,0.9375507507340914,0.8744519065668509,0.44158641448984887
54,2,0.5505105834452783,0.9810424826609113,0.4902577895116666
54,3,0.972577625695021,0.4313314282116605,0.7387533539586989
54,4,0.8056481235838905,0.7456146137152844,0.15581082380559827
54,5,0.4249141495217778,0.5911472997331941,0.076142417994895
54,6,0.2907845706834279,0.3103627987556617,0.7237427871224779
54,7,0.2189200041771282,0.4588979975375912,0.5491659528188069
54,8,0.816741735282462,0.7886779598912577,0.7683868837299029
54,9,0.17686590530885013,0.5368614873525235,0.14069435687355492
54,10,0.018088499541461675,0.5019142358781267,0.9213022117305301
54,11,0.4254461403329572,0.2910092806927155,0.41075952659243065
54,12,0.3307405786615803,0.642850928678897,0.16513869881282303
55,1,0.5020208966763443,0.4576374579695604,0.2765609721019429
55,2,0.2350109092480184,0.2490070705605938,0.603631676736558
55,3,0.7152525924604779,0.7318055228963745,0.3832538109279855
55,4,0.2786363836130659,0.8279142867685444,0.9363737669971438
55,5,0.35905544648847604,0.7623250225939364,0.979405138846957
55,6,0.7452840380195838,0.28183598712702573,0.1277164275719731
55,7,0.3891990715918025,0.0718447156368507,0.7981586094952801
55,8,0.9312926555038116,0.15511988001079485,0.042262347510284716
55,9,0.9771328785914133,0.6050180632908824,0.15465135334046687
55,10,0.8752194491079578,0.25187715373666325,0.526752729226126
55,11,0.3998021929843276,0.27032332682910076,0.23664817637241595
55,12,0.4302195227184673,0.7522904057947812,0.7534374248978465
56,1,0.7704725337849756,0.28935695261261496,0.8827605539207537
56,2,0.9038929259971711,0.4746858479198373,0.989942249541526
56,3,0.9305591002622707,0.6652660961456879,0.39033863369906835
56,4,0.1058437042886079,0.8418078131901744,0.05103119726599578
56,5,0.31509378626787793,0.7363506074602711,0.46771296995200323
56,6,0.4258928484841667,0.402736328934577,0.37239502619089765
56,7,0.09143838595696607,0.9638303852285732,0.13426790990959506
56,8,0.4826482795893727,0.24249514648132042,0.30997201500154126
56,9,0.07909402549285255,0.8601423024344247,0.4487847232932914
56,10,0.7527930988623274,0.2842677035367836,0.7315831754637646
56,11,0.896439585788658,0.862732618187083,0.6961511600650425
56,12,0.300142137375697,0.6564928745985432,0.5458856816727523
57,1,0.758059277865402,0.26837551802912385,0.8110144228919931
57,2,0.8515866197719627,0.903284928794328,0.6211331271272756
57,3,0.003843183288844503,0.060467410216833356,0.467723756916687
57,4,0.35061302150452955,0.350023037817363,0.658876984329369
57,5,0.2589522466041847,0.8878375520560586,0.15840678890001555
57,6,0.12132402884789521,0.14413180477989276,0.597473206397343
57,7,0.1547278700453126,0.2727682530824069,0.7720225409620086
57,8,0.5561100589889241,0.5038680067309196,0.9671431159480294
57,9,0.21937567404587016,0.2130414668937192,0.07206141143430048
57,10,0.0880240513843162,0.3921203040768155,0.12793987896657213
57,11,0.10699221946943008,0.5347141026863178,0.003365238258600225
57,12,0.939872225850376,0.27524840049470833,0.7661999751731855
58,1,0.4221092601337079,0.7837065334970544,0.9220972035342457
58,2,0.7139266745202879,0.8793519502673799,0.6895086204098523
58,3,0.09406941131775458,0.1083095415470735,0.2934308147215683
58,4,0.09484404910187509,0.6312547025732616,0.47343977306524576
58,5,0.9968968310100449,0.7796071228533088,0.8847226061108087
58,6,0.967352406233272,0.7091316753134,0.34245544268752953
58,7,0.8033250795544971,0.9055472843254505,0.27513968469949107
58,8,0.44369826156674247,0.047875757100607715,0.615190224937161
58,9,0.86697858919323,0.9772000118112708,0.025973923377926533
58,10,0.17347913409133037,0.3883008874687324,0.5394974480316423
58,11,0.5788555595089995,0.20119909133020078,0.35436224986903997
58,12,0.06552649883920854,0.38979612484224063,0.2904006424516091
59,1,0.7896113411472339,0.949525071598501,0.5314204250293545
59,2,0.22245856021363855,0.0917260110452154,0.6691778868543906
59,3,0.5891179426109799,0.2392796666760541,0.07577478436211561
59,4,0.852027033373675,0.5827712502047956,0.610137915858794
59,5,0.6606332341034697,0.8595439709542445,0.21043038396988506
59,6,0.9064180700963966,0.10180785519616871,0.4691455256286052
59,7,0.5700880257465495,0.86922833725395,0.22491926840990176
59,8,0.23968286938957178,0.304501003191233,0.3732633062314944
59,9,0.021404846727037262,0.2959456825086569,0.7066520371241394
59,10,0.1461926722103114,0.4176308489511706,0.10589115799250483
59,11,0.02218231627091538,0.613827567875489,0.045580510137012156
59,12,0.23739334943976545,0.718314635167305,0.37209906444455415
60,1,0.19107143749473687,0.7436353311566596,0.25766487174992814
60,2,0.5787441438624477,0.29537773972046844,0.6321598495225617
60,3,0.13213317691362592,0.6147635826190576,0.5773158759428993
60,4,0.4724281364767145,0.938540741111532,0.28918159397744597
60,5,0.2653808106792616,0.9394704588977214,0.19787525469761638
60,6,0.22354700393066315,0.7795615857184396,0.4703707788715334
60,7,0.20632477625814608,0.2826831264758608,0.7492166960510374
60,8,0.9589961698585538,0.05172250296924321,0.5098775733131005
60,9,0.8787192115177902,0.11105737918879485,0.42853435307375026
60,10,0.32340112324281445,0.7392067231809945,0.4504319595566654
60,11,0.7593655325607521,0.17641397229024489,0.14787881316555695
60,12,0.4297773070443702,0.3718683046426902,0.33665131053928443
61,1,0.14574201181716057,0.506196618034373,0.29081569426556986
61,2,0.7209325244955019,0.25311029410214736,0.6948859002219248
61,3,0.64904084737325,0.601931526234413,0.3577822009360914
61,4,0.5504234134707637,0.2343802485730999,0.13246109820199692
61,5,0.9872167622457719,0.41626992284176034,0.11099365995839829
61,6,0.47234988340191886,0.1451138420671872,0.36333211891924483
61,7,0.17500666849514102,0.7467622658890838,0.36206108941596643
61,8,0.10828919385982022,0.7295164813266128,0.8225136005817355
61,9,0.27740461412909817,0.07300628596874496,0.20929260694128407
61,10,0.0639349861929426,0.8820513266201915,0.36945827916203516
61,11,0.903369163121835,0.13041925319797887,0.30477161117840684
61,12,0.9942422087939422,0.7632455201894442,0.03039794772132989
62,1,0.546211094233844,0.1834694356938387,0.06594998508680158
62,2,0.16523913243792765,0.8904311963444005,0.06799403595121781
62,3,0.2666432017574594,0.027069259423085554,0.6908571406554282
62,4,0.36218903488077514,0.18475446326283654,0.7594859533393499
62,5,0.38437429975049675,0.7845345799138126,0.9909914848631569
62,6,0.34143078079535855,0.5835275330200701,0.4291004744303168
62,7,0.9414581397835518,0.371889813587238,0.859599352627636
62,8,0.9788449628025022,0.7745503399842705,0.30170102573276775
62,9,0.6611578700359435,0.687200924184731,0.7750129950294041
62,10,0.0964361941904173,0.45354933643856105,0.3794525476849253
62,11,0.7345325375185134,0.8465678517740984,0.7361953361277623
62,12,0.7426263779968739,0.5892308452468943,0.6949050850416357
63,1,0.49217118863204024,0.1553396198913177,0.43222562093008443
63,2,0.22668559460763327,0.7205017527661136,0.5369904664292433
63,3,0.6341275743405065,0.9750694737814478,0.8028543123173167
63,4,0.9657206333408436,0.09440143447501924,0.5201820057709178
63,5,0.9705341115800553,0.6488319544508682,0.34265730577700665
63,6,0.5325488316018874,0.5637237165126356,0.04104289389283286
63,7,0.0019453970463254378,0.4113258915409014,0.6758222577038302
63,8,0.29073987018205666,0.35650618873874335,0.7912651579509853
63,9,0.4148929524114549,0.968350687905804,0.9089029979769006
63,10,0.4704382376052863,0.16835085019169851,0.8165163495048875
63,11,0.2670975885485952,0.01388325434487218,0.4287078658058356
63,12,0.8073028681217221,0.7062239022210887,0.2711947061953329
64,1,0.8356801456101872,0.24835718956211777,0.03469881180422441
64,2,0.5847972377563282,0.8146701655428794,0.8108952697064453
64,3,0.31823790225757276,0.3929804392601488,0.6678178616541348
64,4,0.8981945213594995,0.7183428416558507,0.4238252142072394
64,5,0.32225555359179064,0.5317616092986084,0.4589942816013317
64,6,0.3535579558578737,0.024449024751272853,0.011621828275220953
64,7,0.8857614454844926,0.7739362906835006,0.6010643395004447
64,8,0.6759165866710577,0.06595117401425545,0.49718673269531777
64,9,0.7976210307167464,0.08449256236355358,0.47300021268508213
64,10,0.13842421804265329,0.07867336198690153,0.9853787882479996
64,11,0.2154924876836803,0.5366683871094257,0.6365814393349342
64,12,0.04275318411708866,0.10830580434439303,0.7190209000117466
65,1,0.13527735661561555,0.8359504444138095,0.2733224124446136
65,2,0.6533095450374212,0.8386291939850289,0.9481882677870903
65,3,0.36623592412344697,0.5705409350437866,0.020219499730558314
65,4,0.1725220401787334,0.9592863212423439,0.9594249967967444
65,5,0.19315360900538966,0.05776604209758695,0.8322745643988507
65,6,0.05971668115222849,0.3395044596109588,0.6111065023292603
65,7,0.5581958666088706,0.724728086739732,0.3106688548620902
65,8,0.28433014104599924,0.9784958128755549,0.11056530459421109
65,9,0.32974840334429534,0.68260365831444,0.9142104029681875
65,10,0.10164303934526579,0.5336143622949021,0.1175515489977292
65,11,0.08802772365462433,0.20592712035384625,0.6536755826372872
65,12,0.9873118339753102,0.41525077224326584,0.10349531963333139
66,1,0.582139637096486,0.38642613930041964,0.7782777115624933
66,2,0.3623185476343621,0.7050210041028032,0.18327243830963805
66,3,0.8311802202039634,0.030305804658304233,0.6899250794240968
66,4,0.7516662969677037,0.3953700254088341,0.5830303291928743
66,5,0.14971330616396364,0.44357897517725975,0.31353632400382553
66,6,0.6533278597845594,0.015199755408743994,0.34689543304787007
66,7,0.10202425160603418,0.9599351584307072,0.16963036819468832
66,8,0.5115325792817371,0.07604371413836698,0.5429991481980435
66,9,0.4487699512991075,0.5064712940740648,0.42160438834835945
66,10,0.3580622756026983,0.05071492211338002,0.23335293168995175
66,11,0.46475504291411757,0.17023682472620225,0.9905550092746264
66,12,0.18506647469609172,0.20979673206147745,0.3579455526075155
67,1,0.8119524620922001,0.46678569385745755,0.4079835913909594
67,2,0.9225756253373364,0.9230697535788267,0.7138716298399503
67,3,0.4783098683684923,0.4449653443623578,0.6267567486814187
67,4,0.3486068648369371,0.16381340880343306,0.4530351932605534
67,5,0.9297663636964407,0.14970122369323033,0.014994596006582438
67,6,0.893408315061129,0.10811013681302271,0.3915181342670698
67,7,0.6953710408325222,0.775417567566421,0.9344512734058841
67,8,0.41317071761277413,0.48519096645528054,0.3637708090937598
67,9,0.06614395971479214,0.6933727068387716,0.9371684781329733
67,10,0.6058029879425986,0.18449162902684474,0.9709249462563395
67,11,0.2791388033117676,0.5794120579187672,0.920686184115877
67,12,0.8021344102442022,0.12950797251868848,0.07201107154809187
68,1,0.363878290848236,0.44357345983336066,0.9325110759195183
68,2,0.4372574781623602,0.7873534179960301,0.6141528736241253
68,3,0.1902191420993438,0.6291818389733004,0.30373460537803826
68,4,0.4516021649082379,0.9253770681221601,0.9247303586133686
68,5,0.34540715382282977,0.12416622861219839,0.3947996710325459
68,6,0.010037476591640468,0.4062011499955263,0.02824475005352023
68,7,0.9394154547822624,0.5483063673990943,0.08488703463034249
68,8,0.6239238691506044,0.8560094684896241,0.7002577561785653
68,9,0.43678463418179825,0.9805322602205386,0.8740240361668613
68,10,0.8383831640101275,0.8916822745955861,0.7527858159898299
68,11,0.05875325486895244,0.5908689157212809,0.4386477291206644
68,12,0.09131962926489554,0.5016386435948429,0.493254220714338
69,1,0.9340441156642668,0.7645113807051268,0.8481567964274176
69,2,0.4774599996382199,0.48180988557290144,0.6168330359709162
69,3,0.1248388498840368,0.09650286128546219,0.7055183153926561
69,4,0.4421288823378787,0.5160879454829415,0.19287260818835097
69,5,0.5362213541640211,0.09169327469490478,0.6002275662481512
69,6,0.2639778983231729,0.5391083532861094,0.5561895211034393
69,7,0.38482497753554146,0.7591566125687322,0.03520711169288074
69,8,0.3093584611638696,0.45153533069389384,0.027253429097380974
69,9,0.7865090267696646,0.7489205531952119,0.09736389642809407
69,10,0.7597448367822509,0.4675696548671226,0.579440748430682
69,11,0.8246599219261294,0.5470646985650044,0.48556202608428917
69,12,0.6180940715416848,0.3935825297597883,0.8502423483092794
70,1,0.032473953472878916,0.12774686285110848,0.18233582697804418
70,2,0.27036265239230445,0.19030327538531364,0.556470991140027
70,3,0.7377194456530292,0.555713296723419,0.03938180970350961
70,4,0.9785293967634364,0.3191630599520882,0.05532515946706435
70,5,0.6570562185149682,0.5173025525848918,0.08250932122329185
70,6,0.7782977454146325,0.9555186818729634,0.7590110151559627
70,7,0.48749551565183125,0.7318463562773341,0.056842955313473845
70,8,0.8253367686595644,0.8294229021700533,0.4609778010001199
70,9,0.24941597170702812,0.48011901568732385,0.09124392677121683
70,10,0.7817522177404955,0.28720924293354555,0.9108567744300319
70,11,0.6997533437283866,0.45488244674479034,0.7701398706711013
70,12,0.6382148854236671,0.4394304538057816,0.5735756227910361
71,1,0.9439568092865337,0.04814644474372881,0.9709313504083743
71,2,0.4868517999898393,0.032401158855054416,0.5745112536803106
71,3,0.6850683550594883,0.9729636327883983,0.6450979536906237
71,4,0.25772594009117566,0.8110498019770213,0.04407589321927452
71,5,0.5022584857182518,0.3686398141528135,0.8479485465396424
71,6,0.047899064495602744,0.4872980208032984,0.14859863747842436
71,7,0.4792441283924021,0.049056390180501855,0.22659969254960127
71,8,0.5305020985518604,0.34570324622020554,0.8062460245315335
71,9,0.7031469855953393,0.17878790651479884,0.7480486573340982
71,10,0.6039938333981234,0.30917763722230296,0.8572611027934589
71,11,0.911771399078483,0.7321222452602526,0.8658833425408423
71,12,0.7983183529423035,0.005205933249624734,0.2006281605157694
72,1,0.18281580125953656,0.014724780269033181,0.3278865164554613
72,2,0.36857879067114857,0.42997183212592666,0.8959265062577809
72,3,0.2344429016078758,0.8490722849952157,0.2360480453495338
72,4,0.8308137037610528,0.2513230770770873,0.1954229262519991
72,5,0.9093714600749323,0.09834154508059487,0.053554095484688084
72,6,0.8316527997418813,0.4320908780736241,0.5011842126176108
72,7,0.9582414251099669,0.24284546587906564,0.10313995152312215
72,8,0.7762594458459325,0.27644187469352793,0.6717189920832843
72,9,0.5855560445014493,0.528851486830055,0.5270209339794969
72,10,0.2634506127975572,0.5980300129847446,0.7693950660746108
72,11,0.4501408780600602,0.8837138848227153,0.5461203209921864
72,12,0.0710660400714456,0.3269935149695678,0.2529382055911053
73,1,0.45082494510588966,0.7236937475707202,0.0856813303343974
73,2,0.8689188638049069,0.37660166748341073,0.3614430784240295
73,3,0.5187613779046896,0.5307441183197877,0.2898548100701931
73,4,0.19548316239419763,0.7880055974278387,0.23571960945259077
73,5,0.8763758087826856,0.11006900777578714,0.8165480836137748
73,6,0.759735835330643,0.836452480786665,0.8398320394498566
73,7,0.671256983333999,0.6739693561929551,0.7107159487085315
73,8,0.40052506532988313,0.26797370752850264,0.9566387376896067
73,9,0.3354935415116106,0.590441142934111,0.6708159751117888
73,10,0.16856158077186514,0.2741204135108423,0.6920066730518524
73,11,0.070585794337695,0.1413325307694924,0.659699119307134
73,12,0.5113897347116708,0.6359326612607848,0.6860497949042758
74,1,0.8563692124941134,0.5153317004623906,0.7582481424047928
74,2,0.569845515088682,0.3302766812934216,0.08264325632349141
74,3,0.6131170319880779,0.5141537118191769,0.25567950674983625
74,4,0.3660821678533013,0.7711265343802886,0.517070204854147
74,5,0.6316717318568631,0.7727730663459289,0.5653993477846174
74,6,0.38933601748037583,0.5714675021713929,0.924397935474663
74,7,0.055682313932644924,0.6460600940681002,0.8758272245376626
74,8,0.5724867043435141,0.5317796323850833,0.23901615409787952
74,9,0.33259132044439227,0.0006157028323184421,0.82073788224968
74,10,0.15300294100635384,0.08537180496095703,0.4073625743712209
74,11,0.7800772130387105,0.05506456182640742,0.9529910163433566
74,12,0.23002742010657315,0.2876413609748388,0.5942140865372653
75,1,0.5581902317604566,0.9122855343794262,0.5714124225925739
75,2,0.8057727020204782,0.4128628699559115,0.7806590169726271
75,3,0.0160401375160852,0.8793099577550973,0.5747217384454462
75,4,0.9862666508181891,0.8337884558057338,0.6430212745760392
75,5,0.3360275607048647,0.3709575938348128,0.2335100152617704
75,6,0.522894804579514,0.5172113870084586,0.02493123203843159
75,7,0.07706515692144343,0.08895628183550189,0.26541250197579475
75,8,0.7728972591100864,0.7822942326644597,0.2793701832894391
75,9,0.5320479402745233,0.18524196145921185,0.1050827428970263
75,10,0.5573583635562318,0.9125148404382065,0.9559293123909585
75,11,0.34717248206510715,0.8436380513922046,0.20376993028248272
75,12,0.7197534063412794,0.4996952620303942,0.15835555759374598
76,1,0.8808192248398536,0.036153062278111006,0.9359772904541217
76,2,0.37513934154438866,0.584502579948626,0.6810936446479242
76,3,0.21734577930792015,0.23448472671863174,0.5203909662077092
76,4,0.13846701912696724,0.9808262043466743,0.8656637691595607
76,5,0.5887241355716863,0.6925358187925347,0.8005824366542927
76,6,0.8588237608362425,0.8075150949385794,0.5065648043356715
