Model,Encoded Chromosome
917,"[3, 0, 0, 0, 5, 0, 0, 0, 0, 24, 1, 0, 6, 35, 5, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
918,"[2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 0, 17, 0, 0, 7, 0, 0, 0, 6, 59, 6, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 40, 0, 0, 0, 9, 1, 0]"
919,"[6, 39, 5, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 6, 54, 3, 0, 2, 0, 0, 0, 8, 1, 2, 0, 0, 17, 0, 0, 4, 174, 0, 0, 0, 18, 1, 0, 4, 142, 0, 0]"
920,"[7, 0, 0, 0, 0, 19, 0, 0, 3, 0, 0, 0, 4, 403, 0, 0, 0, 16, 1, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 25, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0]"
921,"[0, 4, 1, 0, 4, 18, 0, 0, 6, 30, 2, 0, 0, 20, 1, 0, 6, 15, 2, 0, 2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 405, 0, 0, 1, 0, 0, 0, 6, 20, 3, 0, 4, 389, 0, 0]"
922,"[4, 81, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 6, 52, 4, 0, 4, 271, 0, 0, 1, 0, 0, 0, 6, 25, 1, 0, 8, 1, 2, 0, 0, 8, 1, 0]"
923,"[2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 8, 3, 1, 0, 4, 146, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 22, 1, 0, 7, 0, 0, 0, 6, 38, 1, 0]"
924,"[3, 0, 0, 0, 5, 0, 0, 0, 6, 41, 7, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 23, 1, 0, 0, 28, 0, 0]"
925,"[2, 1, 0, 0, 8, 2, 1, 0, 4, 462, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 74, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0]"
926,"[0, 17, 0, 0, 6, 23, 3, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 66, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 6, 63, 5, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
927,"[0, 18, 1, 0, 2, 0, 0, 0, 6, 49, 6, 0, 6, 26, 4, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 88, 0, 0, 0, 17, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
928,"[2, 0, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 16, 5, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
929,"[2, 1, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 74, 0, 0, 6, 7, 4, 0, 6, 60, 1, 0]"
930,"[3, 0, 0, 0, 4, 134, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 62, 4, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 171, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0]"
931,"[7, 0, 0, 0, 4, 123, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 490, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 0, 4, 0, 0, 4, 111, 0, 0, 3, 0, 0, 0]"
932,"[5, 0, 0, 0, 2, 1, 0, 0, 0, 17, 1, 0, 6, 42, 5, 0, 3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 4, 301, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
933,"[7, 0, 0, 0, 8, 2, 1, 0, 8, 3, 2, 0, 4, 83, 0, 0, 0, 10, 0, 0, 6, 22, 3, 0, 6, 47, 3, 0, 4, 281, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 55, 3, 0, 8, 2, 2, 0]"
934,"[5, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 330, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 0, 21, 0, 0, 7, 0, 0, 0, 4, 335, 0, 0]"
935,"[5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 345, 0, 0, 7, 0, 0, 0, 4, 92, 0, 0, 0, 11, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0]"
936,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 26, 1, 0, 8, 1, 2, 0, 5, 0, 0, 0, 8, 3, 1, 0, 4, 87, 0, 0, 4, 258, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 9, 3, 0, 8, 1, 2, 0]"
937,"[1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 4, 311, 0, 0, 4, 480, 0, 0]"
938,"[7, 0, 0, 0, 4, 254, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 4, 122, 0, 0, 4, 253, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
939,"[0, 14, 1, 0, 8, 2, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 253, 0, 0, 0, 15, 1, 0, 6, 47, 7, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 509, 0, 0, 5, 0, 0, 0]"
940,"[6, 50, 5, 0, 4, 10, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 42, 5, 0, 2, 0, 0, 0, 6, 43, 3, 0, 6, 16, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0]"
941,"[4, 504, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 53, 6, 0, 6, 15, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 425, 0, 0, 4, 125, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0]"
942,"[1, 0, 0, 0, 2, 1, 0, 0, 6, 36, 5, 0, 2, 0, 0, 0, 5, 0, 0, 0, 4, 85, 0, 0, 4, 48, 0, 0, 6, 34, 6, 0, 4, 454, 0, 0, 3, 0, 0, 0, 6, 33, 6, 0, 5, 0, 0, 0]"
943,"[4, 321, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 120, 0, 0, 6, 18, 5, 0, 4, 400, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
944,"[6, 40, 1, 0, 6, 33, 4, 0, 5, 0, 0, 0, 4, 93, 0, 0, 7, 0, 0, 0, 6, 7, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
945,"[0, 27, 0, 0, 7, 0, 0, 0, 0, 22, 1, 0, 4, 14, 0, 0, 2, 1, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 6, 47, 3, 0, 8, 1, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
946,"[2, 1, 0, 0, 6, 6, 5, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 18, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 8, 2, 1, 0, 5, 0, 0, 0]"
947,"[8, 1, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 2, 1, 0, 0, 4, 403, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 6, 62, 1, 0, 4, 269, 0, 0, 4, 1, 0, 0]"
948,"[0, 14, 0, 0, 7, 0, 0, 0, 4, 456, 0, 0, 7, 0, 0, 0, 6, 44, 7, 0, 8, 1, 1, 0, 2, 1, 0, 0, 0, 26, 0, 0, 6, 62, 1, 0, 4, 83, 0, 0, 8, 3, 2, 0, 8, 1, 1, 0]"
949,"[5, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 2, 2, 0, 8, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 290, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0]"
950,"[4, 382, 0, 0, 4, 68, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 25, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 9, 3, 0, 1, 0, 0, 0, 4, 201, 0, 0, 6, 13, 3, 0]"
951,"[6, 30, 1, 0, 4, 15, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 4, 86, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 4, 341, 0, 0, 6, 5, 3, 0, 0, 25, 0, 0]"
952,"[4, 150, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0]"
953,"[6, 5, 4, 0, 8, 2, 1, 0, 6, 17, 6, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 365, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
954,"[4, 265, 0, 0, 0, 9, 0, 0, 0, 24, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0]"
955,"[7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 26, 4, 0, 6, 41, 7, 0, 8, 2, 2, 0, 6, 22, 2, 0, 8, 2, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
956,"[1, 0, 0, 0, 0, 7, 1, 0, 4, 451, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 28, 1, 0, 2, 1, 0, 0, 0, 23, 1, 0, 0, 17, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0]"
957,"[6, 16, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 4, 433, 0, 0, 8, 3, 1, 0, 0, 10, 1, 0, 4, 256, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]"
958,"[5, 0, 0, 0, 3, 0, 0, 0, 4, 175, 0, 0, 5, 0, 0, 0, 6, 20, 4, 0, 8, 2, 2, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 43, 5, 0, 2, 1, 0, 0]"
959,"[6, 20, 5, 0, 8, 3, 1, 0, 1, 0, 0, 0, 6, 56, 3, 0, 4, 73, 0, 0, 3, 0, 0, 0, 0, 6, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 4, 259, 0, 0]"
960,"[8, 1, 1, 0, 1, 0, 0, 0, 6, 29, 1, 0, 4, 461, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 6, 12, 6, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
961,"[0, 23, 0, 0, 7, 0, 0, 0, 4, 253, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 4, 362, 0, 0, 4, 356, 0, 0, 5, 0, 0, 0, 6, 29, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0]"
962,"[5, 0, 0, 0, 6, 20, 4, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 26, 0, 0, 3, 0, 0, 0, 6, 27, 2, 0, 0, 28, 1, 0, 2, 1, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
963,"[2, 0, 0, 0, 7, 0, 0, 0, 6, 8, 4, 0, 4, 30, 0, 0, 6, 25, 6, 0, 6, 59, 3, 0, 6, 15, 3, 0, 5, 0, 0, 0, 6, 40, 3, 0, 1, 0, 0, 0, 4, 127, 0, 0, 1, 0, 0, 0]"
964,"[6, 49, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 31, 1, 0, 6, 4, 5, 0, 4, 284, 0, 0, 0, 19, 1, 0]"
965,"[5, 0, 0, 0, 0, 25, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 8, 2, 2, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 4, 129, 0, 0, 2, 0, 0, 0, 6, 5, 4, 0]"
966,"[7, 0, 0, 0, 8, 3, 2, 0, 4, 453, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 17, 1, 0, 0, 16, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 6, 18, 2, 0, 7, 0, 0, 0]"
967,"[3, 0, 0, 0, 4, 124, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 8, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0]"
968,"[3, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 8, 3, 2, 0, 6, 43, 6, 0, 4, 388, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 41, 2, 0, 0, 19, 0, 0, 7, 0, 0, 0]"
969,"[1, 0, 0, 0, 6, 63, 6, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 6, 1, 0, 6, 26, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 37, 7, 0, 5, 0, 0, 0]"
970,"[7, 0, 0, 0, 8, 2, 2, 0, 4, 346, 0, 0, 6, 63, 7, 0, 6, 27, 4, 0, 8, 3, 1, 0, 0, 31, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 6, 23, 2, 0]"
971,"[7, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 6, 47, 2, 0, 8, 2, 1, 0, 8, 1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 29, 0, 0, 4, 330, 0, 0, 5, 0, 0, 0]"
972,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 21, 1, 0, 6, 5, 2, 0, 7, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 6, 23, 4, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
973,"[3, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 8, 1, 2, 0, 8, 3, 2, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 6, 52, 3, 0, 2, 0, 0, 0]"
974,"[7, 0, 0, 0, 6, 34, 7, 0, 6, 11, 5, 0, 4, 401, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0, 6, 21, 5, 0, 8, 2, 1, 0, 6, 28, 7, 0, 2, 1, 0, 0]"
975,"[6, 32, 2, 0, 7, 0, 0, 0, 4, 53, 0, 0, 8, 2, 2, 0, 8, 2, 2, 0, 0, 19, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 29, 1, 0, 1, 0, 0, 0]"
976,"[5, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 4, 196, 0, 0, 0, 18, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 57, 0, 0, 0, 21, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0]"
977,"[5, 0, 0, 0, 0, 26, 1, 0, 5, 0, 0, 0, 6, 26, 6, 0, 5, 0, 0, 0, 2, 1, 0, 0, 4, 510, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 25, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0]"
978,"[7, 0, 0, 0, 6, 45, 7, 0, 5, 0, 0, 0, 8, 1, 1, 0, 4, 393, 0, 0, 4, 186, 0, 0, 0, 27, 1, 0, 2, 1, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 26, 0, 0]"
979,"[1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 468, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 86, 0, 0, 8, 3, 1, 0]"
980,"[0, 24, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 40, 1, 0, 3, 0, 0, 0]"
981,"[5, 0, 0, 0, 8, 1, 2, 0, 0, 19, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
982,"[4, 93, 0, 0, 5, 0, 0, 0, 4, 311, 0, 0, 4, 492, 0, 0, 6, 16, 5, 0, 2, 1, 0, 0, 4, 422, 0, 0, 8, 2, 2, 0, 2, 1, 0, 0, 1, 0, 0, 0, 6, 24, 2, 0, 4, 387, 0, 0]"
983,"[7, 0, 0, 0, 4, 464, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 6, 58, 6, 0, 0, 17, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 13, 0, 0, 6, 15, 7, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
984,"[1, 0, 0, 0, 3, 0, 0, 0, 4, 184, 0, 0, 1, 0, 0, 0, 6, 36, 5, 0, 6, 17, 2, 0, 3, 0, 0, 0, 0, 16, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
985,"[3, 0, 0, 0, 6, 42, 6, 0, 8, 2, 1, 0, 4, 244, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 4, 34, 0, 0, 5, 0, 0, 0, 6, 24, 2, 0, 4, 144, 0, 0, 6, 11, 7, 0, 6, 10, 1, 0]"
986,"[4, 274, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 38, 4, 0, 8, 2, 2, 0, 0, 11, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 30, 0, 0, 0, 9, 0, 0]"
987,"[1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 19, 4, 0]"
988,"[8, 1, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 8, 3, 2, 0, 2, 0, 0, 0, 4, 451, 0, 0, 5, 0, 0, 0, 0, 31, 1, 0, 5, 0, 0, 0, 6, 25, 7, 0, 0, 6, 0, 0]"
989,"[6, 42, 6, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 4, 163, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 6, 15, 5, 0, 4, 77, 0, 0, 3, 0, 0, 0]"
990,"[4, 240, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 23, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 6, 13, 4, 0]"
991,"[8, 1, 2, 0, 6, 23, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 257, 0, 0, 8, 1, 2, 0, 8, 2, 1, 0, 3, 0, 0, 0, 4, 236, 0, 0, 8, 2, 1, 0, 4, 123, 0, 0]"
992,"[8, 3, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 21, 1, 0, 4, 316, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 35, 6, 0, 0, 27, 1, 0, 4, 115, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
993,"[1, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 0, 5, 0, 0, 6, 51, 3, 0, 8, 2, 2, 0, 8, 2, 1, 0, 4, 55, 0, 0, 6, 45, 4, 0, 1, 0, 0, 0, 6, 39, 3, 0, 4, 213, 0, 0]"
994,"[1, 0, 0, 0, 7, 0, 0, 0, 0, 31, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 6, 62, 3, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 10, 1, 0]"
995,"[6, 29, 2, 0, 7, 0, 0, 0, 0, 21, 0, 0, 4, 468, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 6, 11, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]"
996,"[4, 396, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 25, 0, 0, 0, 27, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0]"
997,"[4, 399, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 57, 2, 0, 4, 68, 0, 0, 6, 26, 2, 0, 8, 2, 2, 0, 2, 0, 0, 0]"
998,"[0, 18, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 31, 5, 0, 2, 1, 0, 0, 0, 18, 1, 0, 6, 19, 4, 0, 4, 360, 0, 0, 3, 0, 0, 0, 4, 156, 0, 0, 3, 0, 0, 0, 8, 3, 1, 0]"
999,"[7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 6, 29, 1, 0, 0, 24, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 96, 0, 0, 0, 30, 0, 0, 6, 13, 1, 0]"
1000,"[0, 25, 0, 0, 6, 12, 5, 0, 4, 305, 0, 0, 2, 0, 0, 0, 6, 43, 1, 0, 5, 0, 0, 0, 0, 22, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0, 5, 0, 0, 0]"
1001,"[5, 0, 0, 0, 0, 7, 1, 0, 2, 1, 0, 0, 6, 37, 5, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 317, 0, 0, 4, 77, 0, 0, 4, 107, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 6, 63, 5, 0]"
1002,"[1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 0, 4, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 8, 1, 1, 0]"
1003,"[6, 54, 4, 0, 6, 30, 3, 0, 4, 304, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 25, 1, 0, 3, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0]"
1004,"[0, 4, 0, 0, 0, 27, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 27, 3, 0, 1, 0, 0, 0, 8, 1, 2, 0]"
1005,"[5, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 6, 40, 3, 0, 4, 481, 0, 0, 7, 0, 0, 0, 6, 58, 7, 0, 0, 13, 1, 0, 8, 2, 1, 0, 3, 0, 0, 0, 6, 39, 7, 0, 6, 32, 3, 0]"
1006,"[8, 2, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 57, 3, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 10, 2, 0, 6, 9, 6, 0, 4, 332, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 4, 231, 0, 0]"
1007,"[3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 63, 0, 0, 8, 2, 1, 0, 8, 1, 2, 0, 5, 0, 0, 0, 4, 212, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0]"
1008,"[7, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 4, 235, 0, 0, 5, 0, 0, 0, 6, 59, 3, 0, 0, 6, 1, 0, 3, 0, 0, 0, 6, 21, 4, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
1009,"[3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 4, 250, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 6, 40, 1, 0, 3, 0, 0, 0]"
