Model,Encoded Chromosome
355,"[7, 0, 0, 0, 7, 0, 0, 0, 4, 66, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
356,"[1, 4, 0, 0, 2, 0, 0, 0, 6, 36, 2, 0, 0, 30, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 4, 258, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
357,"[7, 0, 0, 0, 2, 0, 0, 0, 0, 14, 0, 0, 3, 0, 0, 0, 4, 505, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 207, 0, 0, 1, 4, 0, 0]"
358,"[4, 343, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
359,"[3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 6, 6, 2, 0, 8, 2, 2, 0, 2, 1, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 9, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
360,"[1, 4, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 245, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 68, 0, 0, 4, 103, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
361,"[8, 0, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 4, 431, 0, 0, 4, 47, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 217, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
362,"[0, 23, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 236, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 95, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
363,"[3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 6, 60, 4, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 483, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
364,"[0, 22, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 36, 3, 0, 2, 1, 0, 0, 1, 4, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
365,"[0, 28, 1, 0, 0, 21, 1, 0, 7, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 4, 125, 0, 0, 4, 208, 0, 0, 7, 0, 0, 0]"
366,"[1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 6, 57, 3, 0, 0, 31, 1, 0, 0, 6, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
367,"[7, 0, 0, 0, 5, 0, 0, 0, 4, 428, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
368,"[4, 170, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 385, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
369,"[1, 4, 0, 0, 6, 20, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 0, 28, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 287, 0, 0]"
370,"[3, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 0, 31, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
371,"[0, 28, 0, 0, 4, 234, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
372,"[7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0, 4, 93, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
373,"[4, 83, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
374,"[7, 0, 0, 0, 1, 4, 0, 0, 0, 17, 1, 0, 8, 1, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 4, 250, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
375,"[8, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 4, 314, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
376,"[1, 4, 0, 0, 6, 28, 4, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 10, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 13, 1, 0, 2, 0, 0, 0]"
377,"[7, 0, 0, 0, 4, 384, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 209, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 169, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
378,"[6, 24, 4, 0, 1, 24, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 20, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
379,"[7, 0, 0, 0, 8, 1, 2, 0, 6, 32, 4, 0, 2, 0, 0, 0, 4, 67, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
380,"[6, 20, 4, 0, 4, 433, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
381,"[0, 8, 0, 0, 6, 40, 4, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 409, 0, 0, 7, 0, 0, 0]"
382,"[3, 0, 0, 0, 5, 0, 0, 0, 4, 37, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
383,"[1, 4, 0, 0, 8, 1, 1, 0, 0, 31, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 6, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
384,"[2, 0, 0, 0, 6, 48, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 31, 1, 0, 7, 0, 0, 0]"
385,"[7, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 7, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 154, 0, 0]"
386,"[7, 0, 0, 0, 8, 1, 2, 0, 4, 173, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
387,"[4, 507, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
388,"[7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 8, 1, 1, 0, 6, 36, 4, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0]"
389,"[7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 416, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 26, 0, 0, 4, 421, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
390,"[0, 6, 1, 0, 0, 14, 1, 0, 0, 23, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 8, 1, 1, 0, 6, 12, 3, 0, 8, 1, 1, 0]"
391,"[6, 4, 4, 0, 0, 26, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 376, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 293, 0, 0, 7, 0, 0, 0]"
392,"[6, 60, 4, 0, 7, 0, 0, 0, 4, 358, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
393,"[3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 4, 231, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 105, 0, 0, 7, 0, 0, 0, 4, 388, 0, 0]"
394,"[1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 6, 28, 4, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 7, 0, 0, 7, 0, 0, 0]"
395,"[0, 11, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 6, 48, 4, 0, 0, 12, 0, 0, 4, 474, 0, 0, 4, 440, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
396,"[7, 0, 0, 0, 6, 30, 3, 0, 3, 0, 0, 0, 8, 2, 1, 0, 8, 3, 2, 0, 8, 1, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 10, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
397,"[6, 46, 2, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 4, 431, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
398,"[7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 0, 5, 0, 0, 0, 28, 0, 0, 5, 0, 0, 0, 4, 135, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
399,"[6, 36, 1, 0, 4, 345, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 107, 0, 0, 4, 18, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 304, 0, 0, 7, 0, 0, 0]"
400,"[3, 0, 0, 0, 1, 4, 0, 0, 6, 48, 4, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 20, 0, 0, 4, 225, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
401,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 12, 0, 0, 0, 14, 1, 0, 4, 201, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
402,"[1, 4, 0, 0, 7, 0, 0, 0, 4, 311, 0, 0, 4, 3, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
403,"[4, 117, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 59, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
404,"[7, 0, 0, 0, 6, 32, 4, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 3, 2, 0, 4, 217, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 490, 0, 0, 4, 61, 0, 0]"
405,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 4, 156, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
406,"[7, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 9, 0, 0, 8, 2, 2, 0, 4, 287, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 364, 0, 0, 7, 0, 0, 0]"
407,"[2, 1, 0, 0, 4, 46, 0, 0, 4, 331, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 306, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
408,"[0, 29, 0, 0, 1, 29, 0, 0, 2, 0, 0, 0, 4, 190, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 284, 0, 0, 7, 0, 0, 0]"
409,"[0, 5, 1, 0, 4, 20, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 456, 0, 0, 7, 0, 0, 0]"
410,"[2, 1, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 4, 344, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
411,"[2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 0, 6, 1, 0, 4, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
412,"[4, 424, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 394, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
413,"[3, 0, 0, 0, 6, 45, 1, 0, 8, 2, 2, 0, 7, 0, 0, 0, 0, 10, 1, 0, 1, 10, 0, 0, 0, 23, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
414,"[4, 204, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
415,"[8, 0, 1, 0, 0, 31, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 23, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0, 0, 26, 0, 0, 4, 434, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
416,"[1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 8, 1, 0, 0, 30, 1, 0, 2, 1, 0, 0]"
417,"[3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 12, 3, 0, 4, 8, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 477, 0, 0, 4, 400, 0, 0, 7, 0, 0, 0, 4, 284, 0, 0]"
418,"[0, 21, 1, 0, 2, 1, 0, 0, 8, 1, 1, 0, 6, 24, 4, 0, 2, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0]"
419,"[7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 177, 0, 0, 4, 146, 0, 0]"
420,"[8, 0, 2, 0, 6, 42, 3, 0, 1, 42, 0, 0, 3, 0, 0, 0, 0, 23, 1, 0, 2, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 4, 1, 0, 8, 2, 2, 0, 8, 3, 2, 0, 7, 0, 0, 0]"
421,"[6, 15, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
422,"[2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 7, 0, 0, 0, 6, 28, 4, 0, 3, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0]"
423,"[6, 44, 4, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 0, 20, 1, 0, 7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0, 0, 29, 1, 0, 4, 83, 0, 0, 7, 0, 0, 0]"
424,"[0, 4, 0, 0, 8, 1, 1, 0, 4, 179, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 357, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
425,"[0, 7, 1, 0, 0, 11, 1, 0, 6, 34, 1, 0, 4, 154, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
426,"[2, 1, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 20, 1, 0, 4, 268, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
427,"[1, 4, 0, 0, 6, 60, 4, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 361, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
428,"[7, 0, 0, 0, 7, 0, 0, 0, 4, 508, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
429,"[2, 0, 0, 0, 0, 29, 1, 0, 0, 7, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 6, 54, 3, 0, 3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 4, 176, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
430,"[1, 4, 0, 0, 1, 4, 0, 0, 6, 44, 4, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 11, 1, 0, 2, 0, 0, 0, 4, 500, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
431,"[8, 0, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 455, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 253, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
432,"[7, 0, 0, 0, 0, 12, 1, 0, 3, 0, 0, 0, 4, 479, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 418, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
433,"[2, 0, 0, 0, 8, 1, 2, 0, 6, 10, 1, 0, 7, 0, 0, 0, 0, 19, 1, 0, 3, 0, 0, 0, 0, 18, 1, 0, 4, 13, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
434,"[2, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 6, 40, 4, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 506, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
435,"[4, 438, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
436,"[6, 4, 4, 0, 0, 15, 1, 0, 5, 0, 0, 0, 4, 145, 0, 0, 4, 57, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 47, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
437,"[1, 4, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 8, 2, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 119, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
438,"[0, 10, 1, 0, 8, 1, 2, 0, 7, 0, 0, 0, 0, 4, 0, 0, 1, 4, 0, 0, 0, 19, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
439,"[7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 4, 254, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
440,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 87, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
441,"[6, 6, 3, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 421, 0, 0, 4, 247, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 180, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
442,"[4, 331, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 117, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
443,"[3, 0, 0, 0, 3, 0, 0, 0, 6, 26, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 4, 399, 0, 0, 4, 92, 0, 0, 4, 349, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
444,"[0, 13, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 0, 28, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
445,"[8, 0, 1, 0, 4, 403, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 33, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
446,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 30, 1, 0, 2, 0, 0, 0, 8, 3, 2, 0, 0, 22, 1, 0, 0, 28, 1, 0, 6, 4, 4, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
447,"[8, 0, 1, 0, 1, 4, 0, 0, 1, 4, 0, 0, 8, 1, 2, 0, 4, 188, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
