Model,Encoded Chromosome
467,"[5, 0, 0, 0, 1, 0, 0, 0, 6, 15, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 84, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0]"
468,"[8, 1, 2, 0, 6, 14, 1, 0, 1, 0, 0, 0, 6, 9, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 7, 0, 0, 6, 12, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
469,"[3, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 0, 4, 54, 0, 0, 6, 15, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
470,"[8, 1, 1, 0, 8, 1, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 4, 112, 0, 0, 5, 0, 0, 0, 4, 58, 0, 0, 2, 1, 0, 0, 8, 3, 1, 0, 4, 84, 0, 0, 0, 6, 1, 0]"
471,"[6, 14, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 6, 1, 0, 3, 0, 0, 0, 6, 7, 1, 0, 4, 71, 0, 0]"
472,"[8, 1, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 4, 89, 0, 0, 5, 0, 0, 0, 6, 8, 0, 0, 4, 38, 0, 0, 2, 1, 0, 0, 6, 11, 0, 0, 6, 13, 0, 0]"
473,"[1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 8, 3, 1, 0, 0, 12, 1, 0, 6, 12, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 0, 8, 0, 0]"
474,"[5, 0, 0, 0, 0, 11, 1, 0, 2, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 7, 0, 0, 0, 4, 28, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 8, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
475,"[0, 10, 0, 0, 2, 1, 0, 0, 0, 11, 0, 0, 4, 28, 0, 0, 4, 73, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0]"
476,"[7, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 10, 1, 0, 2, 1, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
477,"[3, 0, 0, 0, 2, 0, 0, 0, 4, 104, 0, 0, 0, 15, 1, 0, 0, 11, 0, 0, 8, 1, 2, 0, 6, 10, 1, 0, 0, 9, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0]"
478,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 14, 0, 0, 0, 14, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 0, 4, 1, 0, 6, 8, 1, 0, 4, 59, 0, 0]"
479,"[6, 11, 1, 0, 6, 7, 1, 0, 3, 0, 0, 0, 8, 2, 1, 0, 2, 1, 0, 0, 8, 3, 1, 0, 8, 2, 2, 0, 1, 0, 0, 0, 4, 99, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
480,"[6, 11, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 4, 35, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 47, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
481,"[4, 61, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 65, 0, 0, 6, 15, 1, 0, 7, 0, 0, 0, 4, 64, 0, 0, 2, 0, 0, 0, 4, 14, 0, 0, 4, 111, 0, 0, 4, 68, 0, 0]"
482,"[3, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 4, 127, 0, 0, 1, 0, 0, 0, 4, 78, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 6, 9, 0, 0, 6, 12, 0, 0, 6, 12, 1, 0, 0, 9, 0, 0]"
483,"[1, 0, 0, 0, 4, 11, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 4, 62, 0, 0, 6, 15, 1, 0, 1, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
484,"[7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 6, 1, 0, 4, 76, 0, 0, 0, 4, 1, 0, 4, 38, 0, 0, 2, 1, 0, 0, 4, 5, 0, 0, 6, 9, 0, 0]"
485,"[6, 11, 1, 0, 8, 1, 2, 0, 4, 3, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 0, 7, 1, 0, 8, 2, 1, 0, 5, 0, 0, 0, 0, 11, 0, 0, 3, 0, 0, 0, 4, 9, 0, 0, 1, 0, 0, 0]"
486,"[2, 1, 0, 0, 6, 8, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 5, 0, 0, 0, 9, 1, 0, 5, 0, 0, 0]"
487,"[2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 0, 9, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
488,"[6, 7, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 0, 9, 1, 0, 3, 0, 0, 0, 4, 68, 0, 0, 2, 0, 0, 0, 0, 13, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0]"
489,"[1, 0, 0, 0, 4, 78, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 6, 10, 0, 0, 2, 0, 0, 0, 6, 13, 1, 0, 4, 45, 0, 0, 8, 2, 2, 0]"
490,"[2, 1, 0, 0, 4, 53, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 6, 8, 1, 0]"
491,"[5, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 0, 6, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 79, 0, 0, 4, 91, 0, 0]"
492,"[7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 57, 0, 0, 4, 59, 0, 0, 0, 12, 0, 0, 2, 0, 0, 0, 4, 31, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 4, 13, 0, 0, 6, 6, 1, 0]"
493,"[2, 1, 0, 0, 6, 9, 1, 0, 0, 12, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 118, 0, 0, 6, 9, 1, 0, 6, 6, 0, 0, 7, 0, 0, 0, 4, 83, 0, 0]"
494,"[3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 4, 0, 0, 7, 0, 0, 0, 4, 2, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
495,"[8, 1, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 6, 7, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 4, 68, 0, 0]"
496,"[6, 5, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 6, 7, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
497,"[3, 0, 0, 0, 2, 1, 0, 0, 4, 32, 0, 0, 0, 14, 1, 0, 4, 115, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 6, 9, 0, 0, 8, 3, 2, 0]"
498,"[7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 13, 0, 0, 6, 13, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
499,"[4, 51, 0, 0, 4, 99, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 98, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 7, 1, 0, 4, 94, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 7, 1, 0]"
500,"[4, 92, 0, 0, 6, 13, 1, 0, 5, 0, 0, 0, 8, 1, 1, 0, 0, 14, 1, 0, 6, 10, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 10, 1, 0, 5, 0, 0, 0]"
501,"[2, 1, 0, 0, 6, 12, 0, 0, 4, 41, 0, 0, 5, 0, 0, 0, 6, 15, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
502,"[3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 4, 3, 0, 0, 0, 9, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 4, 1, 0, 4, 104, 0, 0, 0, 8, 1, 0, 8, 3, 2, 0]"
503,"[3, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 10, 1, 0, 1, 0, 0, 0, 4, 52, 0, 0, 3, 0, 0, 0, 0, 15, 0, 0, 0, 4, 0, 0, 6, 12, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0]"
504,"[4, 48, 0, 0, 7, 0, 0, 0, 4, 6, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 0, 5, 1, 0, 1, 0, 0, 0, 0, 8, 1, 0, 0, 8, 0, 0, 6, 12, 0, 0]"
505,"[6, 12, 1, 0, 1, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 13, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 6, 1, 0, 8, 3, 1, 0]"
506,"[6, 13, 0, 0, 4, 93, 0, 0, 3, 0, 0, 0, 6, 9, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 11, 1, 0, 1, 0, 0, 0, 0, 6, 0, 0, 4, 124, 0, 0, 8, 3, 2, 0, 4, 22, 0, 0]"
507,"[2, 1, 0, 0, 6, 9, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 0, 6, 1, 0, 6, 5, 0, 0, 3, 0, 0, 0]"
508,"[8, 1, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 11, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 4, 39, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
509,"[6, 5, 0, 0, 6, 4, 1, 0, 2, 0, 0, 0, 4, 18, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0]"
510,"[3, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 0, 10, 0, 0, 4, 105, 0, 0, 4, 56, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 12, 0, 0, 8, 3, 2, 0, 4, 26, 0, 0, 8, 1, 2, 0]"
511,"[2, 1, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 12, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
512,"[7, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 6, 9, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 8, 3, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0]"
513,"[1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 6, 8, 1, 0, 0, 13, 1, 0, 5, 0, 0, 0, 8, 1, 1, 0, 6, 7, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0]"
514,"[0, 14, 1, 0, 6, 5, 1, 0, 3, 0, 0, 0, 8, 1, 1, 0, 8, 3, 1, 0, 0, 15, 0, 0, 4, 107, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 8, 2, 2, 0]"
515,"[8, 1, 2, 0, 2, 1, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 7, 1, 0, 2, 1, 0, 0, 4, 62, 0, 0, 0, 5, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 0, 4, 1, 0]"
516,"[7, 0, 0, 0, 0, 5, 1, 0, 8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 6, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
517,"[8, 2, 2, 0, 4, 84, 0, 0, 0, 10, 1, 0, 1, 0, 0, 0, 0, 10, 1, 0, 5, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 6, 13, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
518,"[0, 15, 1, 0, 6, 8, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 6, 11, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 35, 0, 0, 0, 14, 0, 0, 0, 10, 1, 0]"
519,"[1, 0, 0, 0, 5, 0, 0, 0, 0, 12, 1, 0, 1, 0, 0, 0, 6, 8, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 0, 15, 0, 0, 4, 73, 0, 0, 5, 0, 0, 0, 4, 113, 0, 0]"
520,"[5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 6, 15, 0, 0, 6, 12, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0]"
521,"[5, 0, 0, 0, 6, 11, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 10, 1, 0, 3, 0, 0, 0, 6, 12, 1, 0, 6, 15, 0, 0]"
522,"[7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 9, 1, 0, 4, 36, 0, 0, 0, 14, 0, 0, 8, 1, 2, 0, 0, 4, 1, 0, 1, 0, 0, 0, 4, 85, 0, 0, 5, 0, 0, 0, 0, 6, 1, 0]"
523,"[1, 0, 0, 0, 4, 2, 0, 0, 7, 0, 0, 0, 0, 6, 1, 0, 4, 122, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
524,"[4, 20, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 9, 1, 0, 1, 0, 0, 0, 0, 13, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 10, 1, 0]"
525,"[7, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 10, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
526,"[2, 1, 0, 0, 0, 8, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 6, 8, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 6, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0]"
527,"[5, 0, 0, 0, 8, 2, 1, 0, 4, 16, 0, 0, 6, 14, 0, 0, 6, 7, 1, 0, 6, 9, 0, 0, 1, 0, 0, 0, 4, 31, 0, 0, 5, 0, 0, 0, 0, 11, 1, 0, 2, 1, 0, 0, 6, 6, 1, 0]"
528,"[5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 6, 1, 0, 4, 47, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 3, 0, 0, 0]"
529,"[0, 7, 1, 0, 0, 11, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 4, 11, 0, 0, 6, 5, 0, 0, 3, 0, 0, 0, 6, 6, 1, 0, 6, 14, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
530,"[3, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 6, 6, 1, 0, 0, 4, 0, 0, 7, 0, 0, 0, 4, 89, 0, 0, 3, 0, 0, 0]"
531,"[1, 0, 0, 0, 0, 9, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 6, 4, 0, 0, 4, 107, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
532,"[5, 0, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 126, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 8, 2, 1, 0, 4, 2, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0]"
533,"[4, 88, 0, 0, 6, 12, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 6, 12, 0, 0, 4, 106, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0]"
534,"[1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 11, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 14, 1, 0, 4, 51, 0, 0, 6, 6, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 15, 0, 0]"
535,"[4, 105, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 4, 8, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 8, 3, 2, 0]"
536,"[2, 0, 0, 0, 3, 0, 0, 0, 6, 4, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 6, 7, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
537,"[1, 0, 0, 0, 8, 2, 1, 0, 0, 5, 1, 0, 6, 5, 1, 0, 6, 4, 0, 0, 6, 8, 0, 0, 8, 2, 2, 0, 4, 125, 0, 0, 4, 115, 0, 0, 4, 8, 0, 0, 4, 6, 0, 0, 1, 0, 0, 0]"
538,"[1, 0, 0, 0, 4, 92, 0, 0, 0, 8, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 5, 1, 0, 4, 71, 0, 0, 6, 15, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
539,"[3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 8, 1, 1, 0, 2, 0, 0, 0, 0, 9, 1, 0]"
540,"[2, 0, 0, 0, 8, 3, 2, 0, 0, 5, 1, 0, 6, 10, 1, 0, 2, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 8, 1, 0, 8, 3, 1, 0, 6, 12, 1, 0, 3, 0, 0, 0]"
541,"[1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 4, 88, 0, 0, 8, 2, 2, 0, 4, 70, 0, 0, 4, 88, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 5, 0, 0, 0]"
542,"[6, 13, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 95, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 2, 1, 0, 0, 6, 4, 1, 0, 4, 16, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
543,"[8, 3, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 8, 1, 0, 1, 0, 0, 0, 8, 3, 1, 0, 6, 4, 0, 0, 6, 9, 1, 0, 5, 0, 0, 0, 6, 10, 1, 0, 3, 0, 0, 0]"
544,"[5, 0, 0, 0, 0, 15, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 0, 13, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
545,"[5, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 11, 1, 0, 6, 8, 0, 0, 5, 0, 0, 0]"
546,"[2, 0, 0, 0, 6, 9, 1, 0, 0, 15, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 6, 15, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
547,"[2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 6, 1, 0, 6, 8, 0, 0, 6, 10, 0, 0, 4, 88, 0, 0, 6, 7, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0]"
548,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 89, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 8, 1, 2, 0, 6, 7, 1, 0]"
549,"[1, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 36, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
550,"[6, 5, 0, 0, 1, 0, 0, 0, 6, 13, 0, 0, 6, 4, 0, 0, 0, 9, 1, 0, 1, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 6, 11, 1, 0]"
551,"[7, 0, 0, 0, 6, 6, 1, 0, 4, 108, 0, 0, 1, 0, 0, 0, 6, 9, 0, 0, 5, 0, 0, 0, 0, 14, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0]"
552,"[0, 4, 0, 0, 4, 47, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 6, 12, 0, 0, 5, 0, 0, 0, 6, 9, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
553,"[5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 94, 0, 0, 5, 0, 0, 0, 4, 98, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0]"
554,"[3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 6, 12, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 94, 0, 0]"
555,"[7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 3, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
556,"[5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 5, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
557,"[0, 7, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 0, 0, 10, 0, 0, 1, 0, 0, 0, 6, 7, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 6, 13, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0]"
558,"[1, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 8, 1, 2, 0, 0, 15, 0, 0, 8, 3, 1, 0, 8, 3, 1, 0, 5, 0, 0, 0, 4, 54, 0, 0, 4, 77, 0, 0]"
559,"[4, 19, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 4, 14, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 0]"
